1836	10	 2	  19.1
1836	10	 3	  19.6
1836	10	 4	  18.4
1836	10	 5	  18.4
1836	10	 6	  17.2
1836	10	 7	  15.0
1836	10	 8	  14.1
1836	10	 9	  14.6
1836	10	10	   9.1
1836	10	11	   5.4
1836	10	12	   5.9
1836	10	13	   6.2
1836	10	14	   7.1
1836	10	15	   8.8
1836	10	16	   8.4
1836	10	17	  11.6
1836	10	18	  12.1
1836	10	19	  12.1
1836	10	20	  11.6
1836	10	21	   9.6
1836	10	22	  10.0
1836	10	23	   9.1
1836	10	24	   9.1
1836	10	25	   8.8
1836	10	26	   6.2
1836	10	27	   5.9
1836	10	28	   5.9
1836	10	29	   5.0
1836	10	30	   2.1
1836	10	31	   1.2
