EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 PP   : Sea level pressure in 0.1 hPa
30-34 Q_PP : quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 132729) of station Deuselbach, GERMANY (STAID:   4970)

 STAID,    SOUID,    DATE,   PP, Q_PP
  4970,132729,19640621,10173,    0
  4970,132729,19640622,10162,    0
  4970,132729,19640623,10193,    0
  4970,132729,19640624,10227,    0
  4970,132729,19640625,10204,    0
  4970,132729,19640626,10171,    0
  4970,132729,19640627,10165,    0
  4970,132729,19640628,10190,    0
  4970,132729,19640629,10201,    0
  4970,132729,19640630,10246,    0
  4970,132729,19640701,10212,    0
  4970,132729,19640702,10235,    0
  4970,132729,19640703,10163,    0
  4970,132729,19640704,10168,    0
  4970,132729,19640705,10162,    0
  4970,132729,19640706,10177,    0
  4970,132729,19640707,10146,    0
  4970,132729,19640708,10080,    0
  4970,132729,19640709,10076,    0
  4970,132729,19640710,10154,    0
  4970,132729,19640711,10173,    0
  4970,132729,19640712,10151,    0
  4970,132729,19640713,10187,    0
  4970,132729,19640714,10208,    0
  4970,132729,19640715,10220,    0
  4970,132729,19640716,10231,    0
  4970,132729,19640717,10224,    0
  4970,132729,19640718,10167,    0
  4970,132729,19640719,10167,    0
  4970,132729,19640720,10160,    0
  4970,132729,19640721,10134,    0
  4970,132729,19640722,10173,    0
  4970,132729,19640723,10224,    0
  4970,132729,19640724,10216,    0
  4970,132729,19640725,10201,    0
  4970,132729,19640726,10156,    0
  4970,132729,19640727,10106,    0
  4970,132729,19640728,10121,    0
  4970,132729,19640729,10165,    0
  4970,132729,19640730,10188,    0
  4970,132729,19640731,10156,    0
  4970,132729,19640801,10149,    0
  4970,132729,19640802,10163,    0
  4970,132729,19640803,10206,    0
  4970,132729,19640804,10201,    0
  4970,132729,19640805,10177,    0
  4970,132729,19640806,10092,    0
  4970,132729,19640807,10078,    0
  4970,132729,19640808,10108,    0
  4970,132729,19640809,10106,    0
  4970,132729,19640810,10159,    0
  4970,132729,19640811,10165,    0
  4970,132729,19640812,10112,    0
  4970,132729,19640813,10088,    0
  4970,132729,19640814,10117,    0
  4970,132729,19640815,10122,    0
  4970,132729,19640816,10143,    0
  4970,132729,19640817,10049,    0
  4970,132729,19640818, 9995,    0
  4970,132729,19640819,10058,    0
  4970,132729,19640820,10166,    0
  4970,132729,19640821,10146,    0
  4970,132729,19640822,10163,    0
  4970,132729,19640823,10220,    0
  4970,132729,19640824,10218,    0
  4970,132729,19640825,10200,    0
  4970,132729,19640826,10165,    0
  4970,132729,19640827,10167,    0
  4970,132729,19640828,10158,    0
  4970,132729,19640829,10198,    0
  4970,132729,19640830,10285,    0
  4970,132729,19640831,10292,    0
  4970,132729,19640901,10294,    0
  4970,132729,19640902,10233,    0
  4970,132729,19640903,10153,    0
  4970,132729,19640904,10128,    0
  4970,132729,19640905,10127,    0
  4970,132729,19640906,10094,    0
  4970,132729,19640907,10181,    0
  4970,132729,19640908,10188,    0
  4970,132729,19640909,10204,    0
  4970,132729,19640910,10191,    0
  4970,132729,19640911,10164,    0
  4970,132729,19640912,10191,    0
  4970,132729,19640913,10213,    0
  4970,132729,19640914,10131,    0
  4970,132729,19640915,10117,    0
  4970,132729,19640916,10086,    0
  4970,132729,19640917,10133,    0
  4970,132729,19640918,10176,    0
  4970,132729,19640919,10175,    0
  4970,132729,19640920,10166,    0
  4970,132729,19640921,10250,    0
  4970,132729,19640922,10299,    0
  4970,132729,19640923,10256,    0
  4970,132729,19640924,10205,    0
  4970,132729,19640925,10219,    0
  4970,132729,19640926,10197,    0
  4970,132729,19640927,10192,    0
  4970,132729,19640928,10238,    0
  4970,132729,19640929,10215,    0
  4970,132729,19640930,10226,    0
  4970,132729,19641001,10217,    0
  4970,132729,19641002,10209,    0
  4970,132729,19641003,10245,    0
  4970,132729,19641004,10254,    0
  4970,132729,19641005,10246,    0
  4970,132729,19641006,10228,    0
  4970,132729,19641007,10052,    0
  4970,132729,19641008, 9916,    0
  4970,132729,19641009, 9910,    0
  4970,132729,19641010, 9911,    0
  4970,132729,19641011, 9973,    0
  4970,132729,19641012,10014,    0
  4970,132729,19641013,10033,    0
  4970,132729,19641014,10050,    0
  4970,132729,19641015,10000,    0
  4970,132729,19641016,10085,    0
  4970,132729,19641017,10203,    0
  4970,132729,19641018,10281,    0
  4970,132729,19641019,10327,    0
  4970,132729,19641020,10315,    0
  4970,132729,19641021,10249,    0
  4970,132729,19641022,10155,    0
  4970,132729,19641023, 9991,    0
  4970,132729,19641024,10077,    0
  4970,132729,19641025,10227,    0
  4970,132729,19641026,10290,    0
  4970,132729,19641027,10270,    0
  4970,132729,19641028,10265,    0
  4970,132729,19641029,10278,    0
  4970,132729,19641030,10285,    0
  4970,132729,19641031,10267,    0
  4970,132729,19641101,10276,    0
  4970,132729,19641102,10256,    0
  4970,132729,19641103,10219,    0
  4970,132729,19641104,10209,    0
  4970,132729,19641105,10185,    0
  4970,132729,19641106,10218,    0
  4970,132729,19641107,10241,    0
  4970,132729,19641108,10215,    0
  4970,132729,19641109,10173,    0
  4970,132729,19641110,10179,    0
  4970,132729,19641111,10187,    0
  4970,132729,19641112,10201,    0
  4970,132729,19641113,10197,    0
  4970,132729,19641114,10090,    0
  4970,132729,19641115,10061,    0
  4970,132729,19641116,10093,    0
  4970,132729,19641117,10162,    0
  4970,132729,19641118,10228,    0
  4970,132729,19641119,10264,    0
  4970,132729,19641120,10280,    0
  4970,132729,19641121,10260,    0
  4970,132729,19641122,10267,    0
  4970,132729,19641123,10238,    0
  4970,132729,19641124,10269,    0
  4970,132729,19641125,10290,    0
  4970,132729,19641126,10273,    0
  4970,132729,19641127,10188,    0
  4970,132729,19641128,10103,    0
  4970,132729,19641129,10038,    0
  4970,132729,19641130,10074,    0
  4970,132729,19641201,10051,    0
  4970,132729,19641202,10175,    0
  4970,132729,19641203,10059,    0
  4970,132729,19641204,10068,    0
  4970,132729,19641205,10150,    0
  4970,132729,19641206,10162,    0
  4970,132729,19641207,10231,    0
  4970,132729,19641208,10250,    0
  4970,132729,19641209,10237,    0
  4970,132729,19641210,10197,    0
  4970,132729,19641211,10230,    0
  4970,132729,19641212,10270,    0
  4970,132729,19641213,10153,    0
  4970,132729,19641214,10111,    0
  4970,132729,19641215,10071,    0
  4970,132729,19641216,10101,    0
  4970,132729,19641217,10166,    0
  4970,132729,19641218,10193,    0
  4970,132729,19641219,10171,    0
  4970,132729,19641220,10196,    0
  4970,132729,19641221,10176,    0
  4970,132729,19641222,10240,    0
  4970,132729,19641223,10254,    0
  4970,132729,19641224,10206,    0
  4970,132729,19641225,10113,    0
  4970,132729,19641226,10146,    0
  4970,132729,19641227,10056,    0
  4970,132729,19641228, 9996,    0
  4970,132729,19641229,10149,    0
  4970,132729,19641230,10138,    0
  4970,132729,19641231,10092,    0
  4970,132729,19650101,10059,    0
  4970,132729,19650102,10047,    0
  4970,132729,19650103,10103,    0
  4970,132729,19650104,10248,    0
  4970,132729,19650105,10342,    0
  4970,132729,19650106,10325,    0
  4970,132729,19650107,10262,    0
  4970,132729,19650108,10143,    0
  4970,132729,19650109,10122,    0
  4970,132729,19650110,10144,    0
  4970,132729,19650111,10162,    0
  4970,132729,19650112,10106,    0
  4970,132729,19650113,10147,    0
  4970,132729,19650114,10137,    0
  4970,132729,19650115,10148,    0
  4970,132729,19650116,10151,    0
  4970,132729,19650117, 9975,    0
  4970,132729,19650118, 9957,    0
  4970,132729,19650119, 9954,    0
  4970,132729,19650120, 9899,    0
  4970,132729,19650121, 9993,    0
  4970,132729,19650122,10029,    0
  4970,132729,19650123,10183,    0
  4970,132729,19650124,10253,    0
  4970,132729,19650125,10193,    0
  4970,132729,19650126,10129,    0
  4970,132729,19650127,10094,    0
  4970,132729,19650128,10070,    0
  4970,132729,19650129,10071,    0
  4970,132729,19650130,10050,    0
  4970,132729,19650131,10126,    0
  4970,132729,19650201,10274,    0
  4970,132729,19650202,10407,    0
  4970,132729,19650203,10365,    0
  4970,132729,19650204,10320,    0
  4970,132729,19650205,10237,    0
  4970,132729,19650206,10299,    0
  4970,132729,19650207,10261,    0
  4970,132729,19650208,10192,    0
  4970,132729,19650209,10268,    0
  4970,132729,19650210,10269,    0
  4970,132729,19650211,10258,    0
  4970,132729,19650212,10252,    0
  4970,132729,19650213,10126,    0
  4970,132729,19650214,10153,    0
  4970,132729,19650215,10204,    0
  4970,132729,19650216,10225,    0
  4970,132729,19650217,10256,    0
  4970,132729,19650218,10287,    0
  4970,132729,19650219,10270,    0
  4970,132729,19650220,10275,    0
  4970,132729,19650221,10273,    0
  4970,132729,19650222,10246,    0
  4970,132729,19650223,10181,    0
  4970,132729,19650224,10162,    0
  4970,132729,19650225,10172,    0
  4970,132729,19650226,10126,    0
  4970,132729,19650227,10135,    0
  4970,132729,19650228,10105,    0
  4970,132729,19650301,10001,    0
  4970,132729,19650302, 9951,    0
  4970,132729,19650303,10047,    0
  4970,132729,19650304,10039,    0
  4970,132729,19650305,10075,    0
  4970,132729,19650306,10185,    0
  4970,132729,19650307,10277,    0
  4970,132729,19650308,10278,    0
  4970,132729,19650309,10279,    0
  4970,132729,19650310,10278,    0
  4970,132729,19650311,10262,    0
  4970,132729,19650312,10219,    0
  4970,132729,19650313,10195,    0
  4970,132729,19650314,10180,    0
  4970,132729,19650315,10161,    0
  4970,132729,19650316,10144,    0
  4970,132729,19650317,10092,    0
  4970,132729,19650318,10008,    0
  4970,132729,19650319,10107,    0
  4970,132729,19650320,10144,    0
  4970,132729,19650321,10063,    0
  4970,132729,19650322,10127,    0
  4970,132729,19650323, 9998,    0
  4970,132729,19650324,10044,    0
  4970,132729,19650325,10160,    0
  4970,132729,19650326,10140,    0
  4970,132729,19650327,10299,    0
  4970,132729,19650328,10342,    0
  4970,132729,19650329,10318,    0
  4970,132729,19650330,10266,    0
  4970,132729,19650331,10292,    0
  4970,132729,19650401,10286,    0
  4970,132729,19650402,10284,    0
  4970,132729,19650403,10242,    0
  4970,132729,19650404,10158,    0
  4970,132729,19650405,10121,    0
  4970,132729,19650406,10134,    0
  4970,132729,19650407,10133,    0
  4970,132729,19650408,10096,    0
  4970,132729,19650409,10119,    0
  4970,132729,19650410,10105,    0
  4970,132729,19650411,10102,    0
  4970,132729,19650412,10121,    0
  4970,132729,19650413,10130,    0
  4970,132729,19650414,10189,    0
  4970,132729,19650415,10138,    0
  4970,132729,19650416,10118,    0
  4970,132729,19650417,10097,    0
  4970,132729,19650418,10025,    0
  4970,132729,19650419, 9987,    0
  4970,132729,19650420,10056,    0
  4970,132729,19650421,10074,    0
  4970,132729,19650422,10064,    0
  4970,132729,19650423,10075,    0
  4970,132729,19650424,10104,    0
  4970,132729,19650425,10107,    0
  4970,132729,19650426,10088,    0
  4970,132729,19650427, 9990,    0
  4970,132729,19650428,10035,    0
  4970,132729,19650429,10111,    0
  4970,132729,19650430,10172,    0
  4970,132729,19650501,10159,    0
  4970,132729,19650502,10109,    0
  4970,132729,19650503,10105,    0
  4970,132729,19650504,10048,    0
  4970,132729,19650505,10082,    0
  4970,132729,19650506,10167,    0
  4970,132729,19650507,10149,    0
  4970,132729,19650508,10189,    0
  4970,132729,19650509,10150,    0
  4970,132729,19650510,10178,    0
  4970,132729,19650511,10235,    0
  4970,132729,19650512,10248,    0
  4970,132729,19650513,10228,    0
  4970,132729,19650514,10168,    0
  4970,132729,19650515,10106,    0
  4970,132729,19650516,10096,    0
  4970,132729,19650517,10056,    0
  4970,132729,19650518,10053,    0
  4970,132729,19650519,10106,    0
  4970,132729,19650520,10229,    0
  4970,132729,19650521,10253,    0
  4970,132729,19650522,10167,    0
  4970,132729,19650523,10114,    0
  4970,132729,19650524,10152,    0
  4970,132729,19650525,10202,    0
  4970,132729,19650526,10212,    0
  4970,132729,19650527,10118,    0
  4970,132729,19650528,10085,    0
  4970,132729,19650529,10104,    0
  4970,132729,19650530,10092,    0
  4970,132729,19650531,10062,    0
  4970,132729,19650601,10129,    0
  4970,132729,19650602,10160,    0
  4970,132729,19650603,10157,    0
  4970,132729,19650604,10132,    0
  4970,132729,19650605,10094,    0
  4970,132729,19650606,10079,    0
  4970,132729,19650607,10066,    0
  4970,132729,19650608,10076,    0
  4970,132729,19650609,10108,    0
  4970,132729,19650610,10140,    0
  4970,132729,19650611,10195,    0
  4970,132729,19650612,10190,    0
  4970,132729,19650613,10189,    0
  4970,132729,19650614,10191,    0
  4970,132729,19650615,10145,    0
  4970,132729,19650616,10052,    0
  4970,132729,19650617,10100,    0
  4970,132729,19650618,10144,    0
  4970,132729,19650619,10190,    0
  4970,132729,19650620,10198,    0
  4970,132729,19650621,10129,    0
  4970,132729,19650622,10086,    0
  4970,132729,19650623,10136,    0
  4970,132729,19650624,10179,    0
  4970,132729,19650625,10154,    0
  4970,132729,19650626,10190,    0
  4970,132729,19650627,10230,    0
  4970,132729,19650628,10259,    0
  4970,132729,19650629,10214,    0
  4970,132729,19650630,10126,    0
  4970,132729,19650701,10149,    0
  4970,132729,19650702,10166,    0
  4970,132729,19650703,10147,    0
  4970,132729,19650704,10117,    0
  4970,132729,19650705,10164,    0
  4970,132729,19650706,10172,    0
  4970,132729,19650707,10101,    0
  4970,132729,19650708,10072,    0
  4970,132729,19650709,10157,    0
  4970,132729,19650710,10188,    0
  4970,132729,19650711,10172,    0
  4970,132729,19650712,10144,    0
  4970,132729,19650713,10118,    0
  4970,132729,19650714,10127,    0
  4970,132729,19650715,10162,    0
  4970,132729,19650716,10161,    0
  4970,132729,19650717,10167,    0
  4970,132729,19650718,10172,    0
  4970,132729,19650719,10153,    0
  4970,132729,19650720,10112,    0
  4970,132729,19650721,10099,    0
  4970,132729,19650722,10084,    0
  4970,132729,19650723,10068,    0
  4970,132729,19650724,10120,    0
  4970,132729,19650725,10117,    0
  4970,132729,19650726,10152,    0
  4970,132729,19650727,10183,    0
  4970,132729,19650728,10152,    0
  4970,132729,19650729,10050,    0
  4970,132729,19650730,10042,    0
  4970,132729,19650731,10061,    0
  4970,132729,19650801,10104,    0
  4970,132729,19650802,10115,    0
  4970,132729,19650803,10104,    0
  4970,132729,19650804,10185,    0
  4970,132729,19650805,10150,    0
  4970,132729,19650806,10138,    0
  4970,132729,19650807,10127,    0
  4970,132729,19650808,10183,    0
  4970,132729,19650809,10199,    0
  4970,132729,19650810,10206,    0
  4970,132729,19650811,10230,    0
  4970,132729,19650812,10216,    0
  4970,132729,19650813,10162,    0
  4970,132729,19650814,10163,    0
  4970,132729,19650815,10182,    0
  4970,132729,19650816,10149,    0
  4970,132729,19650817,10137,    0
  4970,132729,19650818,10167,    0
  4970,132729,19650819,10207,    0
  4970,132729,19650820,10176,    0
  4970,132729,19650821,10090,    0
  4970,132729,19650822, 9996,    0
  4970,132729,19650823,10052,    0
  4970,132729,19650824,10104,    0
  4970,132729,19650825,10147,    0
  4970,132729,19650826,10183,    0
  4970,132729,19650827,10138,    0
  4970,132729,19650828,10176,    0
  4970,132729,19650829,10161,    0
  4970,132729,19650830,10184,    0
  4970,132729,19650831,10114,    0
  4970,132729,19650901,10090,    0
  4970,132729,19650902,10055,    0
  4970,132729,19650903,10045,    0
  4970,132729,19650904,10061,    0
  4970,132729,19650905,10083,    0
  4970,132729,19650906,10081,    0
  4970,132729,19650907,10099,    0
  4970,132729,19650908,10088,    0
  4970,132729,19650909,10095,    0
  4970,132729,19650910,10113,    0
  4970,132729,19650911,10128,    0
  4970,132729,19650912,10126,    0
  4970,132729,19650913,10098,    0
  4970,132729,19650914,10187,    0
  4970,132729,19650915,10222,    0
  4970,132729,19650916,10198,    0
  4970,132729,19650917,10146,    0
  4970,132729,19650918,10145,    0
  4970,132729,19650919,10279,    0
  4970,132729,19650920,10331,    0
  4970,132729,19650921,10305,    0
  4970,132729,19650922,10202,    0
  4970,132729,19650923,10113,    0
  4970,132729,19650924,10074,    0
  4970,132729,19650925, 9992,    0
  4970,132729,19650926, 9991,    0
  4970,132729,19650927,10011,    0
  4970,132729,19650928,10032,    0
  4970,132729,19650929,10056,    0
  4970,132729,19650930,10046,    0
  4970,132729,19651001,10140,    0
  4970,132729,19651002,10166,    0
  4970,132729,19651003,10192,    0
  4970,132729,19651004,10176,    0
  4970,132729,19651005,10172,    0
  4970,132729,19651006,10161,    0
  4970,132729,19651007,10164,    0
  4970,132729,19651008,10195,    0
  4970,132729,19651009,10191,    0
  4970,132729,19651010,10175,    0
  4970,132729,19651011,10183,    0
  4970,132729,19651012,10234,    0
  4970,132729,19651013,10235,    0
  4970,132729,19651014,10196,    0
  4970,132729,19651015,10165,    0
  4970,132729,19651016,10245,    0
  4970,132729,19651017,10276,    0
  4970,132729,19651018,10247,    0
  4970,132729,19651019,10246,    0
  4970,132729,19651020,10243,    0
  4970,132729,19651021,10274,    0
  4970,132729,19651022,10282,    0
  4970,132729,19651023,10274,    0
  4970,132729,19651024,10246,    0
  4970,132729,19651025,10223,    0
  4970,132729,19651026,10208,    0
  4970,132729,19651027,10187,    0
  4970,132729,19651028,10148,    0
  4970,132729,19651029,10186,    0
  4970,132729,19651030,10195,    0
  4970,132729,19651031,10178,    0
  4970,132729,19651101,10048,    0
  4970,132729,19651102,10090,    0
  4970,132729,19651103,10128,    0
  4970,132729,19651104,10236,    0
  4970,132729,19651105,10294,    0
  4970,132729,19651106,10227,    0
  4970,132729,19651107,10155,    0
  4970,132729,19651108,10220,    0
  4970,132729,19651109,10191,    0
  4970,132729,19651110,10146,    0
  4970,132729,19651111,10066,    0
  4970,132729,19651112,10057,    0
  4970,132729,19651113,10081,    0
  4970,132729,19651114,10131,    0
  4970,132729,19651115,10216,    0
  4970,132729,19651116,10221,    0
  4970,132729,19651117,10067,    0
  4970,132729,19651118, 9990,    0
  4970,132729,19651119, 9963,    0
  4970,132729,19651120, 9935,    0
  4970,132729,19651121, 9936,    0
  4970,132729,19651122,10144,    0
  4970,132729,19651123,10222,    0
  4970,132729,19651124,10134,    0
  4970,132729,19651125,10107,    0
  4970,132729,19651126,10026,    0
  4970,132729,19651127, 9850,    0
  4970,132729,19651128,10019,    0
  4970,132729,19651129, 9858,    0
  4970,132729,19651130, 9954,    0
  4970,132729,19651201,10078,    0
  4970,132729,19651202,10016,    0
  4970,132729,19651203, 9964,    0
  4970,132729,19651204,10021,    0
  4970,132729,19651205, 9914,    0
  4970,132729,19651206,10026,    0
  4970,132729,19651207,10109,    0
  4970,132729,19651208,10205,    0
  4970,132729,19651209,10051,    0
  4970,132729,19651210, 9875,    0
  4970,132729,19651211,10029,    0
  4970,132729,19651212,10078,    0
  4970,132729,19651213,10079,    0
  4970,132729,19651214,10244,    0
  4970,132729,19651215,10210,    0
  4970,132729,19651216,10147,    0
  4970,132729,19651217,10124,    0
  4970,132729,19651218,10154,    0
  4970,132729,19651219,10161,    0
  4970,132729,19651220,10120,    0
  4970,132729,19651221,10184,    0
  4970,132729,19651222,10182,    0
  4970,132729,19651223, 9977,    0
  4970,132729,19651224, 9876,    0
  4970,132729,19651225, 9816,    0
  4970,132729,19651226,10006,    0
  4970,132729,19651227, 9946,    0
  4970,132729,19651228,10086,    0
  4970,132729,19651229,10176,    0
  4970,132729,19651230,10057,    0
  4970,132729,19651231,10101,    0
  4970,132729,19660101,10008,    0
  4970,132729,19660102, 9994,    0
  4970,132729,19660103,10072,    0
  4970,132729,19660104,10256,    0
  4970,132729,19660105,10344,    0
  4970,132729,19660106,10347,    0
  4970,132729,19660107,10304,    0
  4970,132729,19660108,10238,    0
  4970,132729,19660109,10217,    0
  4970,132729,19660110,10195,    0
  4970,132729,19660111,10135,    0
  4970,132729,19660112,10215,    0
  4970,132729,19660113,10272,    0
  4970,132729,19660114,10261,    0
  4970,132729,19660115,10204,    0
  4970,132729,19660116,10161,    0
  4970,132729,19660117,10160,    0
  4970,132729,19660118,10163,    0
  4970,132729,19660119,10103,    0
  4970,132729,19660120, 9996,    0
  4970,132729,19660121, 9992,    0
  4970,132729,19660122, 9925,    0
  4970,132729,19660123, 9952,    0
  4970,132729,19660124,10142,    0
  4970,132729,19660125,10098,    0
  4970,132729,19660126,10063,    0
  4970,132729,19660127,10130,    0
  4970,132729,19660128,10190,    0
  4970,132729,19660129,10085,    0
  4970,132729,19660130,10135,    0
  4970,132729,19660131,10147,    0
  4970,132729,19660201,10198,    0
  4970,132729,19660202,10162,    0
  4970,132729,19660203,10187,    0
  4970,132729,19660204,10238,    0
  4970,132729,19660205,10185,    0
  4970,132729,19660206,10098,    0
  4970,132729,19660207,10106,    0
  4970,132729,19660208, 9974,    0
  4970,132729,19660209, 9996,    0
  4970,132729,19660210, 9956,    0
  4970,132729,19660211, 9930,    0
  4970,132729,19660212, 9959,    0
  4970,132729,19660213, 9932,    0
  4970,132729,19660214,10087,    0
  4970,132729,19660215,10144,    0
  4970,132729,19660216,10028,    0
  4970,132729,19660217,10057,    0
  4970,132729,19660218,10146,    0
  4970,132729,19660219,10044,    0
  4970,132729,19660220, 9957,    0
  4970,132729,19660221, 9888,    0
  4970,132729,19660222, 9941,    0
  4970,132729,19660223,10078,    0
  4970,132729,19660224,10135,    0
  4970,132729,19660225,10084,    0
  4970,132729,19660226,10120,    0
  4970,132729,19660227,10142,    0
  4970,132729,19660228,10084,    0
  4970,132729,19660301,10226,    0
  4970,132729,19660302,10287,    0
  4970,132729,19660303,10180,    0
  4970,132729,19660304,10151,    0
  4970,132729,19660305,10244,    0
  4970,132729,19660306,10270,    0
  4970,132729,19660307,10233,    0
  4970,132729,19660308,10220,    0
  4970,132729,19660309,10211,    0
  4970,132729,19660310,10202,    0
  4970,132729,19660311,10096,    0
  4970,132729,19660312,10078,    0
  4970,132729,19660313,10188,    0
  4970,132729,19660314,10280,    0
  4970,132729,19660315,10246,    0
  4970,132729,19660316,10302,    0
  4970,132729,19660317,10306,    0
  4970,132729,19660318,10252,    0
  4970,132729,19660319,10348,    0
  4970,132729,19660320,10349,    0
  4970,132729,19660321,10265,    0
  4970,132729,19660322,10213,    0
  4970,132729,19660323,10116,    0
  4970,132729,19660324,10059,    0
  4970,132729,19660325,10123,    0
  4970,132729,19660326,10086,    0
  4970,132729,19660327, 9925,    0
  4970,132729,19660328,10046,    0
  4970,132729,19660329,10150,    0
  4970,132729,19660330,10202,    0
  4970,132729,19660331,10185,    0
  4970,132729,19660401,10167,    0
  4970,132729,19660402,10139,    0
  4970,132729,19660403,10138,    0
  4970,132729,19660404,10135,    0
  4970,132729,19660405,10076,    0
  4970,132729,19660406,10077,    0
  4970,132729,19660407,10056,    0
  4970,132729,19660408,10024,    0
  4970,132729,19660409, 9974,    0
  4970,132729,19660410,10010,    0
  4970,132729,19660411,10028,    0
  4970,132729,19660412,10039,    0
  4970,132729,19660413,10041,    0
  4970,132729,19660414,10032,    0
  4970,132729,19660415, 9969,    0
  4970,132729,19660416, 9944,    0
  4970,132729,19660417,10018,    0
  4970,132729,19660418,10047,    0
  4970,132729,19660419,10025,    0
  4970,132729,19660420,10057,    0
  4970,132729,19660421,10227,    0
  4970,132729,19660422,10249,    0
  4970,132729,19660423,10135,    0
  4970,132729,19660424,10089,    0
  4970,132729,19660425,10164,    0
  4970,132729,19660426,10217,    0
  4970,132729,19660427,10166,    0
  4970,132729,19660428,10268,    0
  4970,132729,19660429,10317,    0
  4970,132729,19660430,10300,    0
  4970,132729,19660501,10256,    0
  4970,132729,19660502,10213,    0
  4970,132729,19660503,10187,    0
  4970,132729,19660504,10140,    0
  4970,132729,19660505,10078,    0
  4970,132729,19660506,10092,    0
  4970,132729,19660507,10097,    0
  4970,132729,19660508,10143,    0
  4970,132729,19660509,10091,    0
  4970,132729,19660510,10152,    0
  4970,132729,19660511,10079,    0
  4970,132729,19660512,10053,    0
  4970,132729,19660513,10157,    0
  4970,132729,19660514,10225,    0
  4970,132729,19660515,10220,    0
  4970,132729,19660516,10203,    0
  4970,132729,19660517,10152,    0
  4970,132729,19660518,10118,    0
  4970,132729,19660519,10161,    0
  4970,132729,19660520,10182,    0
  4970,132729,19660521,10203,    0
  4970,132729,19660522,10119,    0
  4970,132729,19660523,10194,    0
  4970,132729,19660524,10215,    0
  4970,132729,19660525,10202,    0
  4970,132729,19660526,10142,    0
  4970,132729,19660527,10196,    0
  4970,132729,19660528,10234,    0
  4970,132729,19660529,10230,    0
  4970,132729,19660530,10215,    0
  4970,132729,19660531,10183,    0
  4970,132729,19660601,10169,    0
  4970,132729,19660602,10184,    0
  4970,132729,19660603,10205,    0
  4970,132729,19660604,10126,    0
  4970,132729,19660605,10093,    0
  4970,132729,19660606,10163,    0
  4970,132729,19660607,10177,    0
  4970,132729,19660608,10150,    0
  4970,132729,19660609,10097,    0
  4970,132729,19660610,10118,    0
  4970,132729,19660611,10148,    0
  4970,132729,19660612,10166,    0
  4970,132729,19660613,10164,    0
  4970,132729,19660614,10153,    0
  4970,132729,19660615,10119,    0
  4970,132729,19660616,10113,    0
  4970,132729,19660617,10129,    0
  4970,132729,19660618,10102,    0
  4970,132729,19660619,10124,    0
  4970,132729,19660620,10060,    0
  4970,132729,19660621,10111,    0
  4970,132729,19660622,10137,    0
  4970,132729,19660623,10126,    0
  4970,132729,19660624,10183,    0
  4970,132729,19660625,10229,    0
  4970,132729,19660626,10224,    0
  4970,132729,19660627,10161,    0
  4970,132729,19660628,10119,    0
  4970,132729,19660629,10164,    0
  4970,132729,19660630,10226,    0
  4970,132729,19660701,10220,    0
  4970,132729,19660702,10168,    0
  4970,132729,19660703,10135,    0
  4970,132729,19660704,10143,    0
  4970,132729,19660705,10097,    0
  4970,132729,19660706,10081,    0
  4970,132729,19660707,10159,    0
  4970,132729,19660708,10213,    0
  4970,132729,19660709,10217,    0
  4970,132729,19660710,10162,    0
  4970,132729,19660711,10100,    0
  4970,132729,19660712,10160,    0
  4970,132729,19660713,10114,    0
  4970,132729,19660714,10128,    0
  4970,132729,19660715,10163,    0
  4970,132729,19660716,10097,    0
  4970,132729,19660717,10120,    0
  4970,132729,19660718,10112,    0
  4970,132729,19660719,10114,    0
  4970,132729,19660720,10149,    0
  4970,132729,19660721,10140,    0
  4970,132729,19660722,10124,    0
  4970,132729,19660723,10127,    0
  4970,132729,19660724,10085,    0
  4970,132729,19660725,10081,    0
  4970,132729,19660726,10125,    0
  4970,132729,19660727,10118,    0
  4970,132729,19660728,10164,    0
  4970,132729,19660729,10108,    0
  4970,132729,19660730,10118,    0
  4970,132729,19660731,10158,    0
  4970,132729,19660801,10104,    0
  4970,132729,19660802,10108,    0
  4970,132729,19660803,10080,    0
  4970,132729,19660804,10069,    0
  4970,132729,19660805,10126,    0
  4970,132729,19660806,10154,    0
  4970,132729,19660807,10090,    0
  4970,132729,19660808,10092,    0
  4970,132729,19660809,10152,    0
  4970,132729,19660810,10142,    0
  4970,132729,19660811,10173,    0
  4970,132729,19660812,10157,    0
  4970,132729,19660813,10127,    0
  4970,132729,19660814,10209,    0
  4970,132729,19660815,10256,    0
  4970,132729,19660816,10294,    0
  4970,132729,19660817,10237,    0
  4970,132729,19660818,10180,    0
  4970,132729,19660819,10163,    0
  4970,132729,19660820,10130,    0
  4970,132729,19660821,10104,    0
  4970,132729,19660822,10093,    0
  4970,132729,19660823,10174,    0
  4970,132729,19660824,10197,    0
