EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 SS   : Sunshine in 0.1 Hours
30-34 Q_SS : quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 132728) of station Deuselbach, GERMANY (STAID:   4970)

 STAID,    SOUID,    DATE,   SS, Q_SS
  4970,132728,19621224,   64,    0
  4970,132728,19621225,    0,    0
  4970,132728,19621226,    0,    0
  4970,132728,19621227,    6,    0
  4970,132728,19621228,   56,    0
  4970,132728,19621229,    0,    0
  4970,132728,19621230,    0,    0
  4970,132728,19621231,    0,    0
  4970,132728,19630101,    0,    0
  4970,132728,19630102,    0,    0
  4970,132728,19630103,    0,    0
  4970,132728,19630104,    0,    0
  4970,132728,19630105,    0,    0
  4970,132728,19630106,   48,    0
  4970,132728,19630107,    3,    0
  4970,132728,19630108,    0,    0
  4970,132728,19630109,    0,    0
  4970,132728,19630110,   33,    0
  4970,132728,19630111,   75,    0
  4970,132728,19630112,   26,    0
  4970,132728,19630113,   78,    0
  4970,132728,19630114,    0,    0
  4970,132728,19630115,    9,    0
  4970,132728,19630116,    0,    0
  4970,132728,19630117,   72,    0
  4970,132728,19630118,   67,    0
  4970,132728,19630119,    8,    0
  4970,132728,19630120,   13,    0
  4970,132728,19630121,   82,    0
  4970,132728,19630122,   83,    0
  4970,132728,19630123,    0,    0
  4970,132728,19630124,   48,    0
  4970,132728,19630125,   76,    0
  4970,132728,19630126,    0,    0
  4970,132728,19630127,    0,    0
  4970,132728,19630128,    0,    0
  4970,132728,19630129,   24,    0
  4970,132728,19630130,    7,    0
  4970,132728,19630131,   66,    0
  4970,132728,19630201,   13,    0
  4970,132728,19630202,   51,    0
  4970,132728,19630203,    5,    0
  4970,132728,19630204,   29,    0
  4970,132728,19630205,   78,    0
  4970,132728,19630206,   78,    0
  4970,132728,19630207,    0,    0
  4970,132728,19630208,    3,    0
  4970,132728,19630209,    0,    0
  4970,132728,19630210,   32,    0
  4970,132728,19630211,   18,    0
  4970,132728,19630212,    0,    0
  4970,132728,19630213,    0,    0
  4970,132728,19630214,    9,    0
  4970,132728,19630215,    0,    0
  4970,132728,19630216,    0,    0
  4970,132728,19630217,    0,    0
  4970,132728,19630218,    2,    0
  4970,132728,19630219,    0,    0
  4970,132728,19630220,    0,    0
  4970,132728,19630221,    0,    0
  4970,132728,19630222,   65,    0
  4970,132728,19630223,   76,    0
  4970,132728,19630224,   85,    0
  4970,132728,19630225,   90,    0
  4970,132728,19630226,   98,    0
  4970,132728,19630227,   86,    0
  4970,132728,19630228,   96,    0
  4970,132728,19630301,   97,    0
  4970,132728,19630302,  102,    0
  4970,132728,19630303,  103,    0
  4970,132728,19630304,  100,    0
  4970,132728,19630305,   83,    0
  4970,132728,19630306,   38,    0
  4970,132728,19630307,   41,    0
  4970,132728,19630308,   62,    0
  4970,132728,19630309,   35,    0
  4970,132728,19630310,   21,    0
  4970,132728,19630311,   30,    0
  4970,132728,19630312,    7,    0
  4970,132728,19630313,    0,    0
  4970,132728,19630314,   11,    0
  4970,132728,19630315,   42,    0
  4970,132728,19630316,    1,    0
  4970,132728,19630317,   50,    0
  4970,132728,19630318,   29,    0
  4970,132728,19630319,   21,    0
  4970,132728,19630320,    0,    0
  4970,132728,19630321,    0,    0
  4970,132728,19630322,   12,    0
  4970,132728,19630323,   97,    0
  4970,132728,19630324,   74,    0
  4970,132728,19630325,   76,    0
  4970,132728,19630326,    0,    0
  4970,132728,19630327,    3,    0
  4970,132728,19630328,    0,    0
  4970,132728,19630329,   32,    0
  4970,132728,19630330,   27,    0
  4970,132728,19630331,    0,    0
  4970,132728,19630401,    0,    0
  4970,132728,19630402,   39,    0
  4970,132728,19630403,  112,    0
  4970,132728,19630404,   15,    0
  4970,132728,19630405,   59,    0
  4970,132728,19630406,   87,    0
  4970,132728,19630407,   55,    0
  4970,132728,19630408,   99,    0
  4970,132728,19630409,   11,    0
  4970,132728,19630410,    1,    0
  4970,132728,19630411,   42,    0
  4970,132728,19630412,    4,    0
  4970,132728,19630413,   77,    0
  4970,132728,19630414,  113,    0
  4970,132728,19630415,    7,    0
  4970,132728,19630416,    9,    0
  4970,132728,19630417,   55,    0
  4970,132728,19630418,   70,    0
  4970,132728,19630419,   35,    0
  4970,132728,19630420,   99,    0
  4970,132728,19630421,   37,    0
  4970,132728,19630422,   67,    0
  4970,132728,19630423,   84,    0
  4970,132728,19630424,   26,    0
  4970,132728,19630425,   16,    0
  4970,132728,19630426,   14,    0
  4970,132728,19630427,  121,    0
  4970,132728,19630428,    7,    0
  4970,132728,19630429,    0,    0
  4970,132728,19630430,   19,    0
  4970,132728,19630501,   22,    0
  4970,132728,19630502,    0,    0
  4970,132728,19630503,   74,    0
  4970,132728,19630504,   72,    0
  4970,132728,19630505,   22,    0
  4970,132728,19630506,   56,    0
  4970,132728,19630507,  107,    0
  4970,132728,19630508,  129,    0
  4970,132728,19630509,    0,    0
  4970,132728,19630510,   78,    0
  4970,132728,19630511,   86,    0
  4970,132728,19630512,  135,    0
  4970,132728,19630513,   65,    0
  4970,132728,19630514,   42,    0
  4970,132728,19630515,    3,    0
  4970,132728,19630516,    0,    0
  4970,132728,19630517,   57,    0
  4970,132728,19630518,   94,    0
  4970,132728,19630519,   82,    0
  4970,132728,19630520,   68,    0
  4970,132728,19630521,   52,    0
  4970,132728,19630522,   58,    0
  4970,132728,19630523,    2,    0
  4970,132728,19630524,   31,    0
  4970,132728,19630525,   63,    0
  4970,132728,19630526,   33,    0
  4970,132728,19630527,   72,    0
  4970,132728,19630528,   64,    0
  4970,132728,19630529,   36,    0
  4970,132728,19630530,  143,    0
  4970,132728,19630531,  145,    0
  4970,132728,19630601,  134,    0
  4970,132728,19630602,  144,    0
  4970,132728,19630603,  135,    0
  4970,132728,19630604,   74,    0
  4970,132728,19630605,   21,    0
  4970,132728,19630606,   76,    0
  4970,132728,19630607,    0,    0
  4970,132728,19630608,   56,    0
  4970,132728,19630609,   55,    0
  4970,132728,19630610,   88,    0
  4970,132728,19630611,   52,    0
  4970,132728,19630612,  132,    0
  4970,132728,19630613,   51,    0
  4970,132728,19630614,   41,    0
  4970,132728,19630615,   10,    0
  4970,132728,19630616,   57,    0
  4970,132728,19630617,    2,    0
  4970,132728,19630618,   24,    0
  4970,132728,19630619,   23,    0
  4970,132728,19630620,    0,    0
  4970,132728,19630621,    4,    0
  4970,132728,19630622,    7,    0
  4970,132728,19630623,   61,    0
  4970,132728,19630624,   75,    0
  4970,132728,19630625,   43,    0
  4970,132728,19630626,   15,    0
  4970,132728,19630627,   46,    0
  4970,132728,19630628,   32,    0
  4970,132728,19630629,  126,    0
  4970,132728,19630630,   35,    0
  4970,132728,19630701,   66,    0
  4970,132728,19630702,  120,    0
  4970,132728,19630703,   90,    0
  4970,132728,19630704,   81,    0
  4970,132728,19630705,   57,    0
  4970,132728,19630706,   85,    0
  4970,132728,19630707,  128,    0
  4970,132728,19630708,   81,    0
  4970,132728,19630709,   76,    0
  4970,132728,19630710,   63,    0
  4970,132728,19630711,   14,    0
  4970,132728,19630712,   25,    0
  4970,132728,19630713,   65,    0
  4970,132728,19630714,  129,    0
  4970,132728,19630715,  112,    0
  4970,132728,19630716,  122,    0
  4970,132728,19630717,  119,    0
  4970,132728,19630718,  132,    0
  4970,132728,19630719,  103,    0
  4970,132728,19630720,   66,    0
  4970,132728,19630721,  125,    0
  4970,132728,19630722,   62,    0
  4970,132728,19630723,  119,    0
  4970,132728,19630724,  118,    0
  4970,132728,19630725,   15,    0
  4970,132728,19630726,  110,    0
  4970,132728,19630727,  141,    0
  4970,132728,19630728,  121,    0
  4970,132728,19630729,  143,    0
  4970,132728,19630730,  140,    0
  4970,132728,19630731,  123,    0
  4970,132728,19630801,  121,    0
  4970,132728,19630802,   73,    0
  4970,132728,19630803,   39,    0
  4970,132728,19630804,   35,    0
  4970,132728,19630805,   94,    0
  4970,132728,19630806,   80,    0
  4970,132728,19630807,    0,    0
  4970,132728,19630808,    7,    0
  4970,132728,19630809,   22,    0
  4970,132728,19630810,   41,    0
  4970,132728,19630811,   28,    0
  4970,132728,19630812,   86,    0
  4970,132728,19630813,   51,    0
  4970,132728,19630814,   29,    0
  4970,132728,19630815,   52,    0
  4970,132728,19630816,   62,    0
  4970,132728,19630817,    3,    0
  4970,132728,19630818,    7,    0
  4970,132728,19630819,    3,    0
  4970,132728,19630820,   49,    0
  4970,132728,19630821,   13,    0
  4970,132728,19630822,    4,    0
  4970,132728,19630823,    9,    0
  4970,132728,19630824,   88,    0
  4970,132728,19630825,   31,    0
  4970,132728,19630826,  109,    0
  4970,132728,19630827,   23,    0
  4970,132728,19630828,   76,    0
  4970,132728,19630829,   57,    0
  4970,132728,19630830,   68,    0
  4970,132728,19630831,    2,    0
  4970,132728,19630901,   85,    0
  4970,132728,19630902,   94,    0
  4970,132728,19630903,   92,    0
  4970,132728,19630904,   76,    0
  4970,132728,19630905,   20,    0
  4970,132728,19630906,    3,    0
  4970,132728,19630907,   21,    0
  4970,132728,19630908,   75,    0
  4970,132728,19630909,   46,    0
  4970,132728,19630910,   55,    0
  4970,132728,19630911,   65,    0
  4970,132728,19630912,   29,    0
  4970,132728,19630913,   83,    0
  4970,132728,19630914,  111,    0
  4970,132728,19630915,  105,    0
  4970,132728,19630916,   96,    0
  4970,132728,19630917,   63,    0
  4970,132728,19630918,   98,    0
  4970,132728,19630919,   17,    0
  4970,132728,19630920,    0,    0
  4970,132728,19630921,    0,    0
  4970,132728,19630922,   53,    0
  4970,132728,19630923,   86,    0
  4970,132728,19630924,   19,    0
  4970,132728,19630925,   53,    0
  4970,132728,19630926,    0,    0
  4970,132728,19630927,   76,    0
  4970,132728,19630928,   40,    0
  4970,132728,19630929,    3,    0
  4970,132728,19630930,   14,    0
  4970,132728,19631001,    0,    0
  4970,132728,19631002,   16,    0
  4970,132728,19631003,   85,    0
  4970,132728,19631004,   18,    0
  4970,132728,19631005,   16,    0
  4970,132728,19631006,   33,    0
  4970,132728,19631007,    7,    0
  4970,132728,19631008,  101,    0
  4970,132728,19631009,    0,    0
  4970,132728,19631010,   45,    0
  4970,132728,19631011,   22,    0
  4970,132728,19631012,   75,    0
  4970,132728,19631013,   73,    0
  4970,132728,19631014,   34,    0
  4970,132728,19631015,   89,    0
  4970,132728,19631016,   39,    0
  4970,132728,19631017,   27,    0
  4970,132728,19631018,   44,    0
  4970,132728,19631019,   82,    0
  4970,132728,19631020,   67,    0
  4970,132728,19631021,   40,    0
  4970,132728,19631022,    0,    0
  4970,132728,19631023,    7,    0
  4970,132728,19631024,    1,    0
  4970,132728,19631025,   89,    0
  4970,132728,19631026,   59,    0
  4970,132728,19631027,   84,    0
  4970,132728,19631028,   83,    0
  4970,132728,19631029,   75,    0
  4970,132728,19631030,   72,    0
  4970,132728,19631031,    7,    0
  4970,132728,19631101,   50,    0
  4970,132728,19631102,   27,    0
  4970,132728,19631103,   17,    0
  4970,132728,19631104,   61,    0
  4970,132728,19631105,   66,    0
  4970,132728,19631106,    6,    0
  4970,132728,19631107,    0,    0
  4970,132728,19631108,    0,    0
  4970,132728,19631109,   15,    0
  4970,132728,19631110,    0,    0
  4970,132728,19631111,   21,    0
  4970,132728,19631112,    2,    0
  4970,132728,19631113,   16,    0
  4970,132728,19631114,   61,    0
  4970,132728,19631115,    5,    0
  4970,132728,19631116,    2,    0
  4970,132728,19631117,   13,    0
  4970,132728,19631118,    6,    0
  4970,132728,19631119,    0,    0
  4970,132728,19631120,    0,    0
  4970,132728,19631121,   57,    0
  4970,132728,19631122,    0,    0
  4970,132728,19631123,    6,    0
  4970,132728,19631124,   60,    0
  4970,132728,19631125,    0,    0
  4970,132728,19631126,   13,    0
  4970,132728,19631127,   34,    0
  4970,132728,19631128,    0,    0
  4970,132728,19631129,    0,    0
  4970,132728,19631130,   62,    0
  4970,132728,19631201,   58,    0
  4970,132728,19631202,    2,    0
  4970,132728,19631203,   47,    0
  4970,132728,19631204,    8,    0
  4970,132728,19631205,    0,    0
  4970,132728,19631206,   61,    0
  4970,132728,19631207,   69,    0
  4970,132728,19631208,   72,    0
  4970,132728,19631209,   68,    0
  4970,132728,19631210,    0,    0
  4970,132728,19631211,   56,    0
  4970,132728,19631212,    0,    0
  4970,132728,19631213,   16,    0
  4970,132728,19631214,    0,    0
  4970,132728,19631215,   45,    0
  4970,132728,19631216,    0,    0
  4970,132728,19631217,    0,    0
  4970,132728,19631218,   43,    0
  4970,132728,19631219,    1,    0
  4970,132728,19631220,   66,    0
  4970,132728,19631221,   71,    0
  4970,132728,19631222,   70,    0
  4970,132728,19631223,   57,    0
  4970,132728,19631224,   70,    0
  4970,132728,19631225,   73,    0
  4970,132728,19631226,    7,    0
  4970,132728,19631227,    3,    0
  4970,132728,19631228,    0,    0
  4970,132728,19631229,   57,    0
  4970,132728,19631230,    0,    0
  4970,132728,19631231,    0,    0
  4970,132728,19640101,   11,    0
  4970,132728,19640102,   73,    0
  4970,132728,19640103,   68,    0
  4970,132728,19640104,   75,    0
  4970,132728,19640105,    0,    0
  4970,132728,19640106,   46,    0
  4970,132728,19640107,   10,    0
  4970,132728,19640108,    0,    0
  4970,132728,19640109,    0,    0
  4970,132728,19640110,    0,    0
  4970,132728,19640111,    0,    0
  4970,132728,19640112,   20,    0
  4970,132728,19640113,    0,    0
  4970,132728,19640114,    0,    0
  4970,132728,19640115,   28,    0
  4970,132728,19640116,   76,    0
  4970,132728,19640117,   79,    0
  4970,132728,19640118,   79,    0
  4970,132728,19640119,    0,    0
  4970,132728,19640120,   51,    0
  4970,132728,19640121,   63,    0
  4970,132728,19640122,    0,    0
  4970,132728,19640123,    7,    0
  4970,132728,19640124,    0,    0
  4970,132728,19640125,    0,    0
  4970,132728,19640126,    0,    0
  4970,132728,19640127,    0,    0
  4970,132728,19640128,    0,    0
  4970,132728,19640129,    0,    0
  4970,132728,19640130,    0,    0
  4970,132728,19640131,    0,    0
  4970,132728,19640201,    0,    0
  4970,132728,19640202,    4,    0
  4970,132728,19640203,    0,    0
  4970,132728,19640204,   44,    0
  4970,132728,19640205,   36,    0
  4970,132728,19640206,    0,    0
  4970,132728,19640207,   19,    0
  4970,132728,19640208,    0,    0
  4970,132728,19640209,    0,    0
  4970,132728,19640210,    0,    0
  4970,132728,19640211,    0,    0
  4970,132728,19640212,    0,    0
  4970,132728,19640213,   17,    0
  4970,132728,19640214,   12,    0
  4970,132728,19640215,   48,    0
  4970,132728,19640216,   38,    0
  4970,132728,19640217,    0,    0
  4970,132728,19640218,    0,    0
  4970,132728,19640219,    0,    0
  4970,132728,19640220,   53,    0
  4970,132728,19640221,   92,    0
  4970,132728,19640222,   74,    0
  4970,132728,19640223,    0,    0
  4970,132728,19640224,   37,    0
  4970,132728,19640225,   72,    0
  4970,132728,19640226,   71,    0
  4970,132728,19640227,    0,    0
  4970,132728,19640228,   82,    0
  4970,132728,19640229,    0,    0
  4970,132728,19640301,    0,    0
  4970,132728,19640302,   24,    0
  4970,132728,19640303,   76,    0
  4970,132728,19640304,    0,    0
  4970,132728,19640305,    0,    0
  4970,132728,19640306,   19,    0
  4970,132728,19640307,   39,    0
  4970,132728,19640308,   81,    0
  4970,132728,19640309,   93,    0
  4970,132728,19640310,   27,    0
  4970,132728,19640311,  101,    0
  4970,132728,19640312,   54,    0
  4970,132728,19640313,    0,    0
  4970,132728,19640314,    8,    0
  4970,132728,19640315,    0,    0
  4970,132728,19640316,    2,    0
  4970,132728,19640317,   96,    0
  4970,132728,19640318,   84,    0
  4970,132728,19640319,    0,    0
  4970,132728,19640320,   42,    0
  4970,132728,19640321,   23,    0
  4970,132728,19640322,    9,    0
  4970,132728,19640323,   20,    0
  4970,132728,19640324,   47,    0
  4970,132728,19640325,   12,    0
  4970,132728,19640326,    8,    0
  4970,132728,19640327,    0,    0
  4970,132728,19640328,    0,    0
  4970,132728,19640329,    0,    0
  4970,132728,19640330,    0,    0
  4970,132728,19640331,    0,    0
  4970,132728,19640401,    0,    0
  4970,132728,19640402,    0,    0
  4970,132728,19640403,   16,    0
  4970,132728,19640404,    0,    0
  4970,132728,19640405,    0,    0
  4970,132728,19640406,   77,    0
  4970,132728,19640407,   80,    0
  4970,132728,19640408,   32,    0
  4970,132728,19640409,   93,    0
  4970,132728,19640410,   85,    0
  4970,132728,19640411,   88,    0
  4970,132728,19640412,   51,    0
  4970,132728,19640413,    0,    0
  4970,132728,19640414,   64,    0
  4970,132728,19640415,   85,    0
  4970,132728,19640416,   93,    0
  4970,132728,19640417,   62,    0
  4970,132728,19640418,   65,    0
  4970,132728,19640419,   19,    0
  4970,132728,19640420,   66,    0
  4970,132728,19640421,   88,    0
  4970,132728,19640422,   67,    0
  4970,132728,19640423,   11,    0
  4970,132728,19640424,    0,    0
  4970,132728,19640425,    6,    0
  4970,132728,19640426,  114,    0
  4970,132728,19640427,  117,    0
  4970,132728,19640428,    0,    0
  4970,132728,19640429,    7,    0
  4970,132728,19640430,   51,    0
  4970,132728,19640501,   53,    0
  4970,132728,19640502,    0,    0
  4970,132728,19640503,    0,    0
  4970,132728,19640504,   74,    0
  4970,132728,19640505,   75,    0
  4970,132728,19640506,  100,    0
  4970,132728,19640507,   72,    0
  4970,132728,19640508,   11,    0
  4970,132728,19640509,  131,    0
  4970,132728,19640510,   91,    0
  4970,132728,19640511,   69,    0
  4970,132728,19640512,  142,    0
  4970,132728,19640513,   54,    0
  4970,132728,19640514,   16,    0
  4970,132728,19640515,  133,    0
  4970,132728,19640516,  138,    0
  4970,132728,19640517,  137,    0
  4970,132728,19640518,   75,    0
  4970,132728,19640519,   55,    0
  4970,132728,19640520,   34,    0
  4970,132728,19640521,   81,    0
  4970,132728,19640522,  108,    0
  4970,132728,19640523,  119,    0
  4970,132728,19640524,  101,    0
  4970,132728,19640525,   46,    0
  4970,132728,19640526,   37,    0
  4970,132728,19640527,   48,    0
  4970,132728,19640528,   25,    0
  4970,132728,19640529,   37,    0
  4970,132728,19640530,   97,    0
  4970,132728,19640531,  134,    0
  4970,132728,19640601,  104,    0
  4970,132728,19640602,   53,    0
  4970,132728,19640603,  120,    0
  4970,132728,19640604,  115,    0
  4970,132728,19640605,   61,    0
  4970,132728,19640606,  145,    0
  4970,132728,19640607,  106,    0
  4970,132728,19640608,   46,    0
  4970,132728,19640609,  118,    0
  4970,132728,19640610,  142,    0
  4970,132728,19640611,  112,    0
  4970,132728,19640612,  117,    0
  4970,132728,19640613,  140,    0
  4970,132728,19640614,   57,    0
  4970,132728,19640615,   30,    0
  4970,132728,19640616,  104,    0
  4970,132728,19640617,  111,    0
  4970,132728,19640618,  127,    0
  4970,132728,19640619,   31,    0
  4970,132728,19640620,   16,    0
  4970,132728,19640621,  130,    0
  4970,132728,19640622,   64,    0
  4970,132728,19640623,   44,    0
  4970,132728,19640624,  105,    0
  4970,132728,19640625,  104,    0
  4970,132728,19640626,   44,    0
  4970,132728,19640627,  118,    0
  4970,132728,19640628,   99,    0
  4970,132728,19640629,   39,    0
  4970,132728,19640630,  114,    0
  4970,132728,19640701,   47,    0
  4970,132728,19640702,  112,    0
  4970,132728,19640703,  117,    0
  4970,132728,19640704,   73,    0
  4970,132728,19640705,  122,    0
  4970,132728,19640706,  125,    0
  4970,132728,19640707,  140,    0
  4970,132728,19640708,   80,    0
  4970,132728,19640709,   35,    0
  4970,132728,19640710,   74,    0
  4970,132728,19640711,   51,    0
  4970,132728,19640712,    9,    0
  4970,132728,19640713,   57,    0
  4970,132728,19640714,  120,    0
  4970,132728,19640715,   99,    0
  4970,132728,19640716,   99,    0
  4970,132728,19640717,  141,    0
  4970,132728,19640718,  114,    0
  4970,132728,19640719,   71,    0
  4970,132728,19640720,  126,    0
  4970,132728,19640721,   63,    0
  4970,132728,19640722,   49,    0
  4970,132728,19640723,   60,    0
  4970,132728,19640724,  116,    0
  4970,132728,19640725,  132,    0
  4970,132728,19640726,  133,    0
  4970,132728,19640727,   86,    0
  4970,132728,19640728,   91,    0
  4970,132728,19640729,   63,    0
  4970,132728,19640730,  127,    0
  4970,132728,19640731,  128,    0
  4970,132728,19640801,    6,    0
  4970,132728,19640802,    8,    0
  4970,132728,19640803,   53,    0
  4970,132728,19640804,  103,    0
  4970,132728,19640805,  115,    0
  4970,132728,19640806,  122,    0
  4970,132728,19640807,   47,    0
  4970,132728,19640808,   76,    0
  4970,132728,19640809,   37,    0
  4970,132728,19640810,   64,    0
  4970,132728,19640811,    0,    0
  4970,132728,19640812,    0,    0
  4970,132728,19640813,    0,    0
  4970,132728,19640814,   40,    0
  4970,132728,19640815,   52,    0
  4970,132728,19640816,   52,    0
  4970,132728,19640817,   96,    0
  4970,132728,19640818,   58,    0
  4970,132728,19640819,    9,    0
  4970,132728,19640820,   90,    0
  4970,132728,19640821,   18,    0
  4970,132728,19640822,   96,    0
  4970,132728,19640823,   83,    0
  4970,132728,19640824,   67,    0
  4970,132728,19640825,  121,    0
  4970,132728,19640826,  126,    0
  4970,132728,19640827,  126,    0
  4970,132728,19640828,  119,    0
  4970,132728,19640829,    2,    0
  4970,132728,19640830,  111,    0
  4970,132728,19640831,  114,    0
  4970,132728,19640901,  124,    0
  4970,132728,19640902,  122,    0
  4970,132728,19640903,  111,    0
  4970,132728,19640904,  100,    0
  4970,132728,19640905,   11,    0
  4970,132728,19640906,    1,    0
  4970,132728,19640907,   21,    0
  4970,132728,19640908,   15,    0
  4970,132728,19640909,   40,    0
  4970,132728,19640910,   67,    0
  4970,132728,19640911,  111,    0
  4970,132728,19640912,   90,    0
  4970,132728,19640913,  112,    0
  4970,132728,19640914,  106,    0
  4970,132728,19640915,   60,    0
  4970,132728,19640916,    0,    0
  4970,132728,19640917,   45,    0
  4970,132728,19640918,   42,    0
  4970,132728,19640919,   17,    0
  4970,132728,19640920,   28,    0
  4970,132728,19640921,   48,    0
  4970,132728,19640922,  100,    0
  4970,132728,19640923,  108,    0
  4970,132728,19640924,  107,    0
  4970,132728,19640925,   97,    0
  4970,132728,19640926,   53,    0
  4970,132728,19640927,   26,    0
  4970,132728,19640928,   98,    0
  4970,132728,19640929,   96,    0
  4970,132728,19640930,    4,    0
  4970,132728,19641001,   78,    0
  4970,132728,19641002,   99,    0
  4970,132728,19641003,   93,    0
  4970,132728,19641004,   93,    0
  4970,132728,19641005,   67,    0
  4970,132728,19641006,   66,    0
  4970,132728,19641007,   32,    0
  4970,132728,19641008,   36,    0
  4970,132728,19641009,    9,    0
  4970,132728,19641010,   34,    0
  4970,132728,19641011,   26,    0
  4970,132728,19641012,   45,    0
  4970,132728,19641013,   24,    0
  4970,132728,19641014,   77,    0
  4970,132728,19641015,   13,    0
  4970,132728,19641016,    3,    0
  4970,132728,19641017,    0,    0
  4970,132728,19641018,   10,    0
  4970,132728,19641019,   13,    0
  4970,132728,19641020,   45,    0
  4970,132728,19641021,   31,    0
  4970,132728,19641022,    0,    0
  4970,132728,19641023,   11,    0
  4970,132728,19641024,   18,    0
  4970,132728,19641025,   88,    0
  4970,132728,19641026,   84,    0
  4970,132728,19641027,    0,    0
  4970,132728,19641028,    0,    0
  4970,132728,19641029,    0,    0
  4970,132728,19641030,    0,    0
  4970,132728,19641031,    0,    0
  4970,132728,19641101,    0,    0
  4970,132728,19641102,    0,    0
  4970,132728,19641103,    0,    0
  4970,132728,19641104,   14,    0
  4970,132728,19641105,   50,    0
  4970,132728,19641106,    0,    0
  4970,132728,19641107,   59,    0
  4970,132728,19641108,   79,    0
  4970,132728,19641109,   62,    0
  4970,132728,19641110,   12,    0
  4970,132728,19641111,   14,    0
  4970,132728,19641112,    0,    0
  4970,132728,19641113,   28,    0
  4970,132728,19641114,    0,    0
  4970,132728,19641115,   13,    0
  4970,132728,19641116,    0,    0
  4970,132728,19641117,    0,    0
  4970,132728,19641118,    0,    0
  4970,132728,19641119,    0,    0
  4970,132728,19641120,    0,    0
  4970,132728,19641121,    0,    0
  4970,132728,19641122,    0,    0
  4970,132728,19641123,    0,    0
  4970,132728,19641124,    0,    0
  4970,132728,19641125,    0,    0
  4970,132728,19641126,    0,    0
  4970,132728,19641127,    0,    0
  4970,132728,19641128,    0,    0
  4970,132728,19641129,   20,    0
  4970,132728,19641130,    3,    0
  4970,132728,19641201,   43,    0
  4970,132728,19641202,    0,    0
  4970,132728,19641203,    0,    0
  4970,132728,19641204,    0,    0
  4970,132728,19641205,    0,    0
  4970,132728,19641206,    0,    0
  4970,132728,19641207,    0,    0
  4970,132728,19641208,    1,    0
  4970,132728,19641209,    9,    0
  4970,132728,19641210,   66,    0
  4970,132728,19641211,   31,    0
  4970,132728,19641212,    0,    0
  4970,132728,19641213,    0,    0
  4970,132728,19641214,    0,    0
  4970,132728,19641215,    0,    0
  4970,132728,19641216,    0,    0
  4970,132728,19641217,   29,    0
  4970,132728,19641218,   38,    0
  4970,132728,19641219,    0,    0
  4970,132728,19641220,    0,    0
  4970,132728,19641221,    0,    0
  4970,132728,19641222,   39,    0
  4970,132728,19641223,   61,    0
  4970,132728,19641224,   64,    0
  4970,132728,19641225,    0,    0
  4970,132728,19641226,    2,    0
  4970,132728,19641227,    0,    0
  4970,132728,19641228,    0,    0
  4970,132728,19641229,   18,    0
  4970,132728,19641230,    0,    0
  4970,132728,19641231,    0,    0
  4970,132728,19650101,    2,    0
  4970,132728,19650102,    3,    0
  4970,132728,19650103,   10,    0
  4970,132728,19650104,    7,    0
  4970,132728,19650105,    0,    0
  4970,132728,19650106,    0,    0
  4970,132728,19650107,    0,    0
  4970,132728,19650108,    0,    0
  4970,132728,19650109,   18,    0
  4970,132728,19650110,    0,    0
  4970,132728,19650111,   39,    0
  4970,132728,19650112,    4,    0
  4970,132728,19650113,   44,    0
  4970,132728,19650114,   25,    0
  4970,132728,19650115,    0,    0
  4970,132728,19650116,    0,    0
  4970,132728,19650117,    1,    0
  4970,132728,19650118,    0,    0
  4970,132728,19650119,    2,    0
  4970,132728,19650120,   28,    0
  4970,132728,19650121,   23,    0
  4970,132728,19650122,    0,    0
  4970,132728,19650123,    0,    0
  4970,132728,19650124,    6,    0
  4970,132728,19650125,    0,    0
  4970,132728,19650126,    0,    0
  4970,132728,19650127,    0,    0
  4970,132728,19650128,    0,    0
  4970,132728,19650129,    2,    0
  4970,132728,19650130,    0,    0
  4970,132728,19650131,    0,    0
  4970,132728,19650201,   46,    0
  4970,132728,19650202,   83,    0
  4970,132728,19650203,    0,    0
  4970,132728,19650204,   18,    0
  4970,132728,19650205,    0,    0
  4970,132728,19650206,    0,    0
  4970,132728,19650207,    0,    0
  4970,132728,19650208,   59,    0
  4970,132728,19650209,   52,    0
  4970,132728,19650210,    0,    0
  4970,132728,19650211,    0,    0
  4970,132728,19650212,    0,    0
  4970,132728,19650213,    0,    0
  4970,132728,19650214,   22,    0
  4970,132728,19650215,    7,    0
  4970,132728,19650216,   63,    0
  4970,132728,19650217,   28,    0
  4970,132728,19650218,    1,    0
  4970,132728,19650219,   72,    0
  4970,132728,19650220,   24,    0
  4970,132728,19650221,   65,    0
  4970,132728,19650222,   60,    0
  4970,132728,19650223,   92,    0
  4970,132728,19650224,   24,    0
  4970,132728,19650225,   32,    0
  4970,132728,19650226,   47,    0
  4970,132728,19650227,   38,    0
  4970,132728,19650228,   34,    0
