1842	 7	 1	1009.5
1842	 7	 2	1006.5
1842	 7	 3	1003.8
1842	 7	 4	1001.2
1842	 7	 5	1005.6
1842	 7	 6	1004.5
1842	 7	 7	1001.9
1842	 7	 8	-999.9
1842	 7	 9	994.5
1842	 7	10	993.1
1842	 7	11	998.5
1842	 7	12	1002.8
1842	 7	13	1002.3
1842	 7	14	1000.4
1842	 7	15	999.2
1842	 7	16	1000.6
1842	 7	17	1005
1842	 7	18	1008.4
1842	 7	19	1004.6
1842	 7	20	1004.6
1842	 7	21	1003.4
1842	 7	22	1002.8
1842	 7	23	999.9
1842	 7	24	1001.7
1842	 7	25	1005.1
1842	 7	26	1009.4
1842	 7	27	1009.2
1842	 7	28	1003.9
1842	 7	29	998.4
1842	 7	30	999.2
1842	 7	31	1003.8
