EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 FG   : Wind speed in 0.1 m/s
30-34 Q_FG : quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 132736) of station Deuselbach, GERMANY (STAID:   4970)

 STAID,    SOUID,    DATE,   FG, Q_FG
  4970,132736,19691106,   38,    0
  4970,132736,19691107,   89,    0
  4970,132736,19691108,   92,    0
  4970,132736,19691109,  101,    0
  4970,132736,19691110,   95,    0
  4970,132736,19691111,   74,    0
  4970,132736,19691112,   82,    0
  4970,132736,19691113,   50,    0
  4970,132736,19691114,   50,    0
  4970,132736,19691115,   74,    0
  4970,132736,19691116,   79,    0
  4970,132736,19691117,   73,    0
  4970,132736,19691118,   53,    0
  4970,132736,19691119,   94,    0
  4970,132736,19691120,   76,    0
  4970,132736,19691121,   45,    0
  4970,132736,19691122,   38,    0
  4970,132736,19691123,   25,    0
  4970,132736,19691124,   26,    0
  4970,132736,19691125,   21,    0
  4970,132736,19691126,   47,    0
  4970,132736,19691127,   55,    0
  4970,132736,19691128,   75,    0
  4970,132736,19691129,   67,    0
  4970,132736,19691130,   27,    0
  4970,132736,19691201,    2,    0
  4970,132736,19691202,   14,    0
  4970,132736,19691203,   29,    0
  4970,132736,19691204,   19,    0
  4970,132736,19691205,    4,    0
  4970,132736,19691206,    9,    0
  4970,132736,19691207,    6,    0
  4970,132736,19691208,    4,    0
  4970,132736,19691209,   17,    0
  4970,132736,19691210,   19,    0
  4970,132736,19691211,    6,    0
  4970,132736,19691212,   10,    0
  4970,132736,19691213,   14,    0
  4970,132736,19691214,   29,    0
  4970,132736,19691215,   38,    0
  4970,132736,19691216,   26,    0
  4970,132736,19691217,   10,    0
  4970,132736,19691218,   14,    0
  4970,132736,19691219,   13,    0
  4970,132736,19691220,    9,    0
  4970,132736,19691221,    1,    0
  4970,132736,19691222,   12,    0
  4970,132736,19691223,   22,    0
  4970,132736,19691224,   13,    0
  4970,132736,19691225,    5,    0
  4970,132736,19691226,   26,    0
  4970,132736,19691227,   30,    0
  4970,132736,19691228,   25,    0
  4970,132736,19691229,   26,    0
  4970,132736,19691230,   30,    0
  4970,132736,19691231,   29,    0
  4970,132736,19700101,   19,    0
  4970,132736,19700102,   67,    0
  4970,132736,19700103,   77,    0
  4970,132736,19700104,   29,    0
  4970,132736,19700105,   46,    0
  4970,132736,19700106,   46,    0
  4970,132736,19700107,   46,    0
  4970,132736,19700108,  156,    0
  4970,132736,19700109,   92,    0
  4970,132736,19700110,   84,    0
  4970,132736,19700111,   49,    0
  4970,132736,19700112,   43,    0
  4970,132736,19700113,   30,    0
  4970,132736,19700114,   51,    0
  4970,132736,19700115,   42,    0
  4970,132736,19700116,   39,    0
  4970,132736,19700117,   23,    0
  4970,132736,19700118,   31,    0
  4970,132736,19700119,   13,    0
  4970,132736,19700120,   12,    0
  4970,132736,19700121,   17,    0
  4970,132736,19700122,   12,    0
  4970,132736,19700123,   39,    0
  4970,132736,19700124,   57,    0
  4970,132736,19700125,   47,    0
  4970,132736,19700126,   38,    0
  4970,132736,19700127,   47,    0
  4970,132736,19700128,   16,    0
  4970,132736,19700129,   30,    0
  4970,132736,19700130,   56,    0
  4970,132736,19700131,   37,    0
  4970,132736,19700201,   24,    0
  4970,132736,19700202,   65,    0
  4970,132736,19700203,  115,    0
  4970,132736,19700204,   59,    0
  4970,132736,19700205,   54,    0
  4970,132736,19700206,   46,    0
  4970,132736,19700207,   60,    0
  4970,132736,19700208,   83,    0
  4970,132736,19700209,   82,    0
  4970,132736,19700210,   78,    0
  4970,132736,19700211,   41,    0
  4970,132736,19700212,   74,    0
  4970,132736,19700213,   69,    0
  4970,132736,19700214,   51,    0
  4970,132736,19700215,   24,    0
  4970,132736,19700216,   43,    0
  4970,132736,19700217,   75,    0
  4970,132736,19700218,   87,    0
  4970,132736,19700219,   44,    0
  4970,132736,19700220,   86,    0
  4970,132736,19700221,   93,    0
  4970,132736,19700222,  100,    0
  4970,132736,19700223,   77,    0
  4970,132736,19700224,   30,    0
  4970,132736,19700225,   29,    0
  4970,132736,19700226,   27,    0
  4970,132736,19700227,   46,    0
  4970,132736,19700228,   41,    0
  4970,132736,19700301,   39,    0
  4970,132736,19700302,   70,    0
  4970,132736,19700303,   14,    0
  4970,132736,19700304,   27,    0
  4970,132736,19700305,   50,    0
  4970,132736,19700306,   65,    0
  4970,132736,19700307,   49,    0
  4970,132736,19700308,   69,    0
  4970,132736,19700309,   33,    0
  4970,132736,19700310,   45,    0
  4970,132736,19700311,   15,    0
  4970,132736,19700312,   56,    0
  4970,132736,19700313,   33,    0
  4970,132736,19700314,   67,    0
  4970,132736,19700315,   49,    0
  4970,132736,19700316,   20,    0
  4970,132736,19700317,   60,    0
  4970,132736,19700318,   86,    0
  4970,132736,19700319,   75,    0
  4970,132736,19700320,   70,    0
  4970,132736,19700321,   46,    0
  4970,132736,19700322,   25,    0
  4970,132736,19700323,   19,    0
  4970,132736,19700324,   33,    0
  4970,132736,19700325,   31,    0
  4970,132736,19700326,   30,    0
  4970,132736,19700327,   49,    0
  4970,132736,19700328,   76,    0
  4970,132736,19700329,   56,    0
  4970,132736,19700330,   76,    0
  4970,132736,19700331,   71,    0
  4970,132736,19700401,   64,    0
  4970,132736,19700402,   52,    0
  4970,132736,19700403,   50,    0
  4970,132736,19700404,   40,    0
  4970,132736,19700405,   46,    0
  4970,132736,19700406,   70,    0
  4970,132736,19700407,   48,    0
  4970,132736,19700408,   25,    0
  4970,132736,19700409,   16,    0
  4970,132736,19700410,   45,    0
  4970,132736,19700411,   45,    0
  4970,132736,19700412,   44,    0
  4970,132736,19700413,   56,    0
  4970,132736,19700414,   32,    0
  4970,132736,19700415,   27,    0
  4970,132736,19700416,   42,    0
  4970,132736,19700417,   51,    0
  4970,132736,19700418,   48,    0
  4970,132736,19700419,   22,    0
  4970,132736,19700420,   43,    0
  4970,132736,19700421,   78,    0
  4970,132736,19700422,   82,    0
  4970,132736,19700423,   84,    0
  4970,132736,19700424,   55,    0
  4970,132736,19700425,   69,    0
  4970,132736,19700426,   58,    0
  4970,132736,19700427,   46,    0
  4970,132736,19700428,   34,    0
  4970,132736,19700429,   84,    0
  4970,132736,19700430,   68,    0
  4970,132736,19700501,   29,    0
  4970,132736,19700502,   14,    0
  4970,132736,19700503,   22,    0
  4970,132736,19700504,   33,    0
  4970,132736,19700505,   63,    0
  4970,132736,19700506,   55,    0
  4970,132736,19700507,   45,    0
  4970,132736,19700508,   49,    0
  4970,132736,19700509,   37,    0
  4970,132736,19700510,   34,    0
  4970,132736,19700511,   59,    0
  4970,132736,19700512,   62,    0
  4970,132736,19700513,   51,    0
  4970,132736,19700514,   24,    0
  4970,132736,19700515,   44,    0
  4970,132736,19700516,   21,    0
  4970,132736,19700517,   20,    0
  4970,132736,19700518,   34,    0
  4970,132736,19700519,   23,    0
  4970,132736,19700520,   31,    0
  4970,132736,19700521,   65,    0
  4970,132736,19700522,   54,    0
  4970,132736,19700523,   29,    0
  4970,132736,19700524,   25,    0
  4970,132736,19700525,   30,    0
  4970,132736,19700526,   44,    0
  4970,132736,19700527,   51,    0
  4970,132736,19700528,   22,    0
  4970,132736,19700529,   25,    0
  4970,132736,19700530,   41,    0
  4970,132736,19700531,   49,    0
  4970,132736,19700601,   41,    0
  4970,132736,19700602,   33,    0
  4970,132736,19700603,   47,    0
  4970,132736,19700604,   69,    0
  4970,132736,19700605,   53,    0
  4970,132736,19700606,   53,    0
  4970,132736,19700607,   33,    0
  4970,132736,19700608,   26,    0
  4970,132736,19700609,   30,    0
  4970,132736,19700610,   22,    0
  4970,132736,19700611,   13,    0
  4970,132736,19700612,   22,    0
  4970,132736,19700613,   21,    0
  4970,132736,19700614,   23,    0
  4970,132736,19700615,   15,    0
  4970,132736,19700616,   17,    0
  4970,132736,19700617,   32,    0
  4970,132736,19700618,   70,    0
  4970,132736,19700619,   34,    0
  4970,132736,19700620,   11,    0
  4970,132736,19700621,   20,    0
  4970,132736,19700622,   27,    0
  4970,132736,19700623,   31,    0
  4970,132736,19700624,   41,    0
  4970,132736,19700625,   33,    0
  4970,132736,19700626,   22,    0
  4970,132736,19700627,   32,    0
  4970,132736,19700628,   30,    0
  4970,132736,19700629,   47,    0
  4970,132736,19700630,   54,    0
  4970,132736,19700701,   63,    0
  4970,132736,19700702,   74,    0
  4970,132736,19700703,   58,    0
  4970,132736,19700704,   36,    0
  4970,132736,19700705,   35,    0
  4970,132736,19700706,   15,    0
  4970,132736,19700707,   31,    0
  4970,132736,19700708,   46,    0
  4970,132736,19700709,   46,    0
  4970,132736,19700710,   41,    0
  4970,132736,19700711,   25,    0
  4970,132736,19700712,   28,    0
  4970,132736,19700713,   30,    0
  4970,132736,19700714,   63,    0
  4970,132736,19700715,   66,    0
  4970,132736,19700716,   49,    0
  4970,132736,19700717,   33,    0
  4970,132736,19700718,   29,    0
  4970,132736,19700719,   54,    0
  4970,132736,19700720,   64,    0
  4970,132736,19700721,   29,    0
  4970,132736,19700722,   18,    0
  4970,132736,19700723,   29,    0
  4970,132736,19700724,   47,    0
  4970,132736,19700725,   72,    0
  4970,132736,19700726,   65,    0
  4970,132736,19700727,   52,    0
  4970,132736,19700728,   38,    0
  4970,132736,19700729,   29,    0
  4970,132736,19700730,   23,    0
  4970,132736,19700731,   14,    0
  4970,132736,19700801,   22,    0
  4970,132736,19700802,   16,    0
  4970,132736,19700803,   22,    0
  4970,132736,19700804,   18,    0
  4970,132736,19700805,   27,    0
  4970,132736,19700806,   22,    0
  4970,132736,19700807,   18,    0
  4970,132736,19700808,   33,    0
  4970,132736,19700809,   16,    0
  4970,132736,19700810,   37,    0
  4970,132736,19700811,   43,    0
  4970,132736,19700812,   12,    0
  4970,132736,19700813,   29,    0
  4970,132736,19700814,   37,    0
  4970,132736,19700815,   15,    0
  4970,132736,19700816,   57,    0
  4970,132736,19700817,   50,    0
  4970,132736,19700818,   22,    0
  4970,132736,19700819,   39,    0
  4970,132736,19700820,   42,    0
  4970,132736,19700821,   32,    0
  4970,132736,19700822,   21,    0
  4970,132736,19700823,   17,    0
  4970,132736,19700824,   22,    0
  4970,132736,19700825,   17,    0
  4970,132736,19700826,   33,    0
  4970,132736,19700827,   45,    0
  4970,132736,19700828,   26,    0
  4970,132736,19700829,   33,    0
  4970,132736,19700830,    7,    0
  4970,132736,19700831,   23,    0
  4970,132736,19700901,   43,    0
  4970,132736,19700902,   28,    0
  4970,132736,19700903,   48,    0
  4970,132736,19700904,   57,    0
  4970,132736,19700905,   72,    0
  4970,132736,19700906,   53,    0
  4970,132736,19700907,   48,    0
  4970,132736,19700908,   75,    0
  4970,132736,19700909,   64,    0
  4970,132736,19700910,   38,    0
  4970,132736,19700911,   36,    0
  4970,132736,19700912,   60,    0
  4970,132736,19700913,   71,    0
  4970,132736,19700914,   67,    0
  4970,132736,19700915,   51,    0
  4970,132736,19700916,   73,    0
  4970,132736,19700917,   24,    0
  4970,132736,19700918,   26,    0
  4970,132736,19700919,   13,    0
  4970,132736,19700920,   14,    0
  4970,132736,19700921,   17,    0
  4970,132736,19700922,   32,    0
  4970,132736,19700923,   20,    0
  4970,132736,19700924,   21,    0
  4970,132736,19700925,   14,    0
  4970,132736,19700926,   28,    0
  4970,132736,19700927,   47,    0
  4970,132736,19700928,   51,    0
  4970,132736,19700929,   39,    0
  4970,132736,19700930,   50,    0
  4970,132736,19701001,   58,    0
  4970,132736,19701002,   91,    0
  4970,132736,19701003,  103,    0
  4970,132736,19701004,   61,    0
  4970,132736,19701005,   61,    0
  4970,132736,19701006,   52,    0
  4970,132736,19701007,   39,    0
  4970,132736,19701008,   13,    0
  4970,132736,19701009,   27,    0
  4970,132736,19701010,   15,    0
  4970,132736,19701011,   54,    0
  4970,132736,19701012,   23,    0
  4970,132736,19701013,    9,    0
  4970,132736,19701014,   23,    0
  4970,132736,19701015,   55,    0
  4970,132736,19701016,   68,    0
  4970,132736,19701017,   46,    0
  4970,132736,19701018,   19,    0
  4970,132736,19701019,   74,    0
  4970,132736,19701020,   65,    0
  4970,132736,19701021,   56,    0
  4970,132736,19701022,   44,    0
  4970,132736,19701023,   40,    0
  4970,132736,19701024,   32,    0
  4970,132736,19701025,   64,    0
  4970,132736,19701026,   67,    0
  4970,132736,19701027,   27,    0
  4970,132736,19701028,   69,    0
  4970,132736,19701029,   54,    0
  4970,132736,19701030,   59,    0
  4970,132736,19701031,   65,    0
  4970,132736,19701101,   81,    0
  4970,132736,19701102,   74,    0
  4970,132736,19701103,   99,    0
  4970,132736,19701104,   73,    0
  4970,132736,19701105,   80,    0
  4970,132736,19701106,   43,    0
  4970,132736,19701107,   21,    0
  4970,132736,19701108,   38,    0
  4970,132736,19701109,   91,    0
  4970,132736,19701110,   64,    0
  4970,132736,19701111,   72,    0
  4970,132736,19701112,   64,    0
  4970,132736,19701113,   43,    0
  4970,132736,19701114,   40,    0
  4970,132736,19701115,   62,    0
  4970,132736,19701116,   54,    0
  4970,132736,19701117,   54,    0
  4970,132736,19701118,   82,    0
  4970,132736,19701119,   83,    0
  4970,132736,19701120,   64,    0
  4970,132736,19701121,   45,    0
  4970,132736,19701122,   44,    0
  4970,132736,19701123,   19,    0
  4970,132736,19701124,   31,    0
  4970,132736,19701125,   32,    0
  4970,132736,19701126,   11,    0
  4970,132736,19701127,   16,    0
  4970,132736,19701128,   20,    0
  4970,132736,19701129,   68,    0
  4970,132736,19701130,   69,    0
  4970,132736,19701201,   65,    0
  4970,132736,19701202,   62,    0
  4970,132736,19701203,   80,    0
  4970,132736,19701204,   35,    0
  4970,132736,19701205,   55,    0
  4970,132736,19701206,   56,    0
  4970,132736,19701207,   27,    0
  4970,132736,19701208,   33,    0
  4970,132736,19701209,   42,    0
  4970,132736,19701210,   49,    0
  4970,132736,19701211,   28,    0
  4970,132736,19701212,   23,    0
  4970,132736,19701213,    7,    0
  4970,132736,19701214,   30,    0
  4970,132736,19701215,   12,    0
  4970,132736,19701216,   25,    0
  4970,132736,19701217,   21,    0
  4970,132736,19701218,   14,    0
  4970,132736,19701219,    4,    0
  4970,132736,19701220,   14,    0
  4970,132736,19701221,   37,    0
  4970,132736,19701222,   49,    0
  4970,132736,19701223,   22,    0
  4970,132736,19701224,   51,    0
  4970,132736,19701225,   55,    0
  4970,132736,19701226,   49,    0
  4970,132736,19701227,   71,    0
  4970,132736,19701228,   37,    0
  4970,132736,19701229,   43,    0
  4970,132736,19701230,   38,    0
  4970,132736,19701231,   16,    0
  4970,132736,19710101,   18,    0
  4970,132736,19710102,   26,    0
  4970,132736,19710103,    7,    0
  4970,132736,19710104,   10,    0
  4970,132736,19710105,   22,    0
  4970,132736,19710106,   10,    0
  4970,132736,19710107,   18,    0
  4970,132736,19710108,   13,    0
  4970,132736,19710109,   12,    0
  4970,132736,19710110,   37,    0
  4970,132736,19710111,   56,    0
  4970,132736,19710112,   13,    0
  4970,132736,19710113,   16,    0
  4970,132736,19710114,   17,    0
  4970,132736,19710115,   17,    0
  4970,132736,19710116,   36,    0
  4970,132736,19710117,   24,    0
  4970,132736,19710118,   63,    0
  4970,132736,19710119,   69,    0
  4970,132736,19710120,   52,    0
  4970,132736,19710121,   45,    0
  4970,132736,19710122,   76,    0
  4970,132736,19710123,   91,    0
  4970,132736,19710124,   86,    0
  4970,132736,19710125,   77,    0
  4970,132736,19710126,   89,    0
  4970,132736,19710127,   88,    0
  4970,132736,19710128,   73,    0
  4970,132736,19710129,   42,    0
  4970,132736,19710130,   75,    0
  4970,132736,19710131,   37,    0
  4970,132736,19710201,   77,    0
  4970,132736,19710202,   30,    0
  4970,132736,19710203,   44,    0
  4970,132736,19710204,   22,    0
  4970,132736,19710205,   40,    0
  4970,132736,19710206,   28,    0
  4970,132736,19710207,   19,    0
  4970,132736,19710208,   15,    0
  4970,132736,19710209,   18,    0
  4970,132736,19710210,   36,    0
  4970,132736,19710211,    9,    0
  4970,132736,19710212,   41,    0
  4970,132736,19710213,   88,    0
  4970,132736,19710214,   60,    0
  4970,132736,19710215,   86,    0
  4970,132736,19710216,   56,    0
  4970,132736,19710217,   52,    0
  4970,132736,19710218,   61,    0
  4970,132736,19710219,   36,    0
  4970,132736,19710220,   19,    0
  4970,132736,19710221,   46,    0
  4970,132736,19710222,   52,    0
  4970,132736,19710223,   38,    0
  4970,132736,19710224,   23,    0
  4970,132736,19710225,   54,    0
  4970,132736,19710226,   60,    0
  4970,132736,19710227,   36,    0
  4970,132736,19710228,   40,    0
  4970,132736,19710301,   35,    0
  4970,132736,19710302,   29,    0
  4970,132736,19710303,   53,    0
  4970,132736,19710304,   42,    0
  4970,132736,19710305,   26,    0
  4970,132736,19710306,   38,    0
  4970,132736,19710307,   46,    0
  4970,132736,19710308,   19,    0
  4970,132736,19710309,   20,    0
  4970,132736,19710310,   56,    0
  4970,132736,19710311,   51,    0
  4970,132736,19710312,   38,    0
  4970,132736,19710313,   33,    0
  4970,132736,19710314,   36,    0
  4970,132736,19710315,   47,    0
  4970,132736,19710316,   38,    0
  4970,132736,19710317,   69,    0
  4970,132736,19710318,   80,    0
  4970,132736,19710319,   59,    0
  4970,132736,19710320,   45,    0
  4970,132736,19710321,   29,    0
  4970,132736,19710322,   86,    0
  4970,132736,19710323,   36,    0
  4970,132736,19710324,   59,    0
  4970,132736,19710325,   67,    0
  4970,132736,19710326,   34,    0
  4970,132736,19710327,   25,    0
  4970,132736,19710328,   31,    0
  4970,132736,19710329,   39,    0
  4970,132736,19710330,   57,    0
  4970,132736,19710331,   41,    0
  4970,132736,19710401,   22,    0
  4970,132736,19710402,   24,    0
  4970,132736,19710403,   22,    0
  4970,132736,19710404,   20,    0
  4970,132736,19710405,   23,    0
  4970,132736,19710406,   25,    0
  4970,132736,19710407,   23,    0
  4970,132736,19710408,   48,    0
  4970,132736,19710409,   38,    0
  4970,132736,19710410,   58,    0
  4970,132736,19710411,   46,    0
  4970,132736,19710412,   35,    0
  4970,132736,19710413,   32,    0
  4970,132736,19710414,   42,    0
  4970,132736,19710415,   24,    0
  4970,132736,19710416,   54,    0
  4970,132736,19710417,   62,    0
  4970,132736,19710418,   30,    0
  4970,132736,19710419,   22,    0
  4970,132736,19710420,   24,    0
  4970,132736,19710421,   58,    0
  4970,132736,19710422,   52,    0
  4970,132736,19710423,   76,    0
  4970,132736,19710424,   77,    0
  4970,132736,19710425,   61,    0
  4970,132736,19710426,   32,    0
  4970,132736,19710427,   46,    0
  4970,132736,19710428,   21,    0
  4970,132736,19710429,   23,    0
  4970,132736,19710430,   58,    0
  4970,132736,19710501,   58,    0
  4970,132736,19710502,   45,    0
  4970,132736,19710503,   31,    0
  4970,132736,19710504,   12,    0
  4970,132736,19710505,   27,    0
  4970,132736,19710506,   32,    0
  4970,132736,19710507,   73,    0
  4970,132736,19710508,   28,    0
  4970,132736,19710509,   39,    0
  4970,132736,19710510,   23,    0
  4970,132736,19710511,   52,    0
  4970,132736,19710512,   33,    0
  4970,132736,19710513,   23,    0
  4970,132736,19710514,   25,    0
  4970,132736,19710515,   30,    0
  4970,132736,19710516,   55,    0
  4970,132736,19710517,   52,    0
  4970,132736,19710518,   40,    0
  4970,132736,19710519,   28,    0
  4970,132736,19710520,   42,    0
  4970,132736,19710521,   20,    0
  4970,132736,19710522,   24,    0
  4970,132736,19710523,   26,    0
  4970,132736,19710524,   26,    0
  4970,132736,19710525,   19,    0
  4970,132736,19710526,   17,    0
  4970,132736,19710527,   16,    0
  4970,132736,19710528,   33,    0
  4970,132736,19710529,   18,    0
  4970,132736,19710530,   17,    0
  4970,132736,19710531,   22,    0
  4970,132736,19710601,   29,    0
  4970,132736,19710602,   38,    0
  4970,132736,19710603,   38,    0
  4970,132736,19710604,   27,    0
  4970,132736,19710605,   13,    0
  4970,132736,19710606,   33,    0
  4970,132736,19710607,   28,    0
  4970,132736,19710608,   21,    0
  4970,132736,19710609,   19,    0
  4970,132736,19710610,   48,    0
  4970,132736,19710611,   31,    0
  4970,132736,19710612,   44,    0
  4970,132736,19710613,   34,    0
  4970,132736,19710614,   48,    0
  4970,132736,19710615,   49,    0
  4970,132736,19710616,   55,    0
  4970,132736,19710617,   39,    0
  4970,132736,19710618,   42,    0
  4970,132736,19710619,   81,    0
  4970,132736,19710620,   52,    0
  4970,132736,19710621,   52,    0
  4970,132736,19710622,   56,    0
  4970,132736,19710623,   25,    0
  4970,132736,19710624,   24,    0
  4970,132736,19710625,   14,    0
  4970,132736,19710626,   31,    0
  4970,132736,19710627,   61,    0
  4970,132736,19710628,   69,    0
  4970,132736,19710629,   46,    0
  4970,132736,19710630,   29,    0
  4970,132736,19710701,   18,    0
  4970,132736,19710702,   16,    0
  4970,132736,19710703,   25,    0
  4970,132736,19710704,   30,    0
  4970,132736,19710705,   21,    0
  4970,132736,19710706,   36,    0
  4970,132736,19710707,   31,    0
  4970,132736,19710708,   31,    0
  4970,132736,19710709,   16,    0
  4970,132736,19710710,   17,    0
  4970,132736,19710711,   21,    0
  4970,132736,19710712,   21,    0
  4970,132736,19710713,   41,    0
  4970,132736,19710714,   23,    0
  4970,132736,19710715,   24,    0
  4970,132736,19710716,   24,    0
  4970,132736,19710717,   30,    0
  4970,132736,19710718,   31,    0
  4970,132736,19710719,   24,    0
  4970,132736,19710720,   17,    0
  4970,132736,19710721,   17,    0
  4970,132736,19710722,   22,    0
  4970,132736,19710723,   53,    0
  4970,132736,19710724,   44,    0
  4970,132736,19710725,   45,    0
  4970,132736,19710726,   22,    0
  4970,132736,19710727,   37,    0
  4970,132736,19710728,   27,    0
  4970,132736,19710729,   16,    0
  4970,132736,19710730,   21,    0
  4970,132736,19710731,   46,    0
  4970,132736,19710801,   17,    0
  4970,132736,19710802,   23,    0
  4970,132736,19710803,   45,    0
  4970,132736,19710804,   51,    0
  4970,132736,19710805,   47,    0
  4970,132736,19710806,   27,    0
  4970,132736,19710807,   49,    0
  4970,132736,19710808,   38,    0
  4970,132736,19710809,   25,    0
  4970,132736,19710810,   23,    0
  4970,132736,19710811,   63,    0
  4970,132736,19710812,   35,    0
  4970,132736,19710813,   49,    0
  4970,132736,19710814,   42,    0
  4970,132736,19710815,   53,    0
  4970,132736,19710816,   19,    0
  4970,132736,19710817,   41,    0
  4970,132736,19710818,   65,    0
  4970,132736,19710819,   47,    0
  4970,132736,19710820,   42,    0
  4970,132736,19710821,   25,    0
  4970,132736,19710822,   13,    0
  4970,132736,19710823,   17,    0
  4970,132736,19710824,   51,    0
  4970,132736,19710825,   29,    0
  4970,132736,19710826,   29,    0
  4970,132736,19710827,   51,    0
  4970,132736,19710828,   44,    0
  4970,132736,19710829,   18,    0
  4970,132736,19710830,   32,    0
  4970,132736,19710831,   47,    0
  4970,132736,19710901,   43,    0
  4970,132736,19710902,   36,    0
  4970,132736,19710903,   17,    0
  4970,132736,19710904,   20,    0
  4970,132736,19710905,   31,    0
  4970,132736,19710906,   35,    0
  4970,132736,19710907,   56,    0
  4970,132736,19710908,   48,    0
  4970,132736,19710909,   32,    0
  4970,132736,19710910,   17,    0
  4970,132736,19710911,    9,    0
  4970,132736,19710912,   15,    0
  4970,132736,19710913,   27,    0
  4970,132736,19710914,   15,    0
  4970,132736,19710915,   31,    0
  4970,132736,19710916,   30,    0
  4970,132736,19710917,   12,    0
  4970,132736,19710918,   13,    0
  4970,132736,19710919,   17,    0
  4970,132736,19710920,   22,    0
  4970,132736,19710921,   24,    0
  4970,132736,19710922,   21,    0
  4970,132736,19710923,   47,    0
  4970,132736,19710924,   43,    0
  4970,132736,19710925,   33,    0
  4970,132736,19710926,   12,    0
  4970,132736,19710927,   36,    0
  4970,132736,19710928,   33,    0
  4970,132736,19710929,   17,    0
  4970,132736,19710930,   13,    0
  4970,132736,19711001,   30,    0
  4970,132736,19711002,    6,    0
  4970,132736,19711003,    6,    0
  4970,132736,19711004,   29,    0
  4970,132736,19711005,   45,    0
  4970,132736,19711006,   31,    0
  4970,132736,19711007,   17,    0
  4970,132736,19711008,   24,    0
  4970,132736,19711009,   28,    0
  4970,132736,19711010,   30,    0
  4970,132736,19711011,   28,    0
  4970,132736,19711012,   38,    0
  4970,132736,19711013,   29,    0
  4970,132736,19711014,   47,    0
  4970,132736,19711015,   31,    0
  4970,132736,19711016,   62,    0
  4970,132736,19711017,   37,    0
  4970,132736,19711018,   72,    0
  4970,132736,19711019,   79,    0
  4970,132736,19711020,   66,    0
  4970,132736,19711021,   60,    0
  4970,132736,19711022,   43,    0
  4970,132736,19711023,   12,    0
  4970,132736,19711024,   20,    0
  4970,132736,19711025,   20,    0
  4970,132736,19711026,   52,    0
  4970,132736,19711027,   57,    0
  4970,132736,19711028,   62,    0
  4970,132736,19711029,   44,    0
  4970,132736,19711030,   24,    0
  4970,132736,19711031,    8,    0
  4970,132736,19711101,   16,    0
  4970,132736,19711102,    7,    0
  4970,132736,19711103,   11,    0
  4970,132736,19711104,   32,    0
  4970,132736,19711105,   46,    0
  4970,132736,19711106,   48,    0
  4970,132736,19711107,   19,    0
  4970,132736,19711108,   61,    0
  4970,132736,19711109,   33,    0
  4970,132736,19711110,   74,    0
  4970,132736,19711111,   65,    0
  4970,132736,19711112,   35,    0
  4970,132736,19711113,   20,    0
  4970,132736,19711114,   23,    0
  4970,132736,19711115,   20,    0
  4970,132736,19711116,   65,    0
  4970,132736,19711117,   74,    0
  4970,132736,19711118,  100,    0
  4970,132736,19711119,   45,    0
  4970,132736,19711120,   26,    0
  4970,132736,19711121,  108,    0
  4970,132736,19711122,   88,    0
  4970,132736,19711123,   64,    0
  4970,132736,19711124,   28,    0
  4970,132736,19711125,   35,    0
  4970,132736,19711126,   18,    0
  4970,132736,19711127,   15,    0
  4970,132736,19711128,   14,    0
  4970,132736,19711129,   27,    0
  4970,132736,19711130,   43,    0
  4970,132736,19711201,   16,    0
  4970,132736,19711202,   21,    0
  4970,132736,19711203,   38,    0
  4970,132736,19711204,   11,    0
  4970,132736,19711205,   11,    0
  4970,132736,19711206,   21,    0
  4970,132736,19711207,   27,    0
  4970,132736,19711208,   41,    0
  4970,132736,19711209,   32,    0
  4970,132736,19711210,   55,    0
  4970,132736,19711211,   61,    0
  4970,132736,19711212,   65,    0
  4970,132736,19711213,   30,    0
  4970,132736,19711214,   12,    0
  4970,132736,19711215,   12,    0
  4970,132736,19711216,    5,    0
  4970,132736,19711217,    7,    0
  4970,132736,19711218,    7,    0
  4970,132736,19711219,   62,    0
  4970,132736,19711220,   98,    0
  4970,132736,19711221,   76,    0
  4970,132736,19711222,   39,    0
  4970,132736,19711223,   35,    0
  4970,132736,19711224,   14,    0
  4970,132736,19711225,    8,    0
  4970,132736,19711226,   12,    0
  4970,132736,19711227,   26,    0
  4970,132736,19711228,   22,    0
  4970,132736,19711229,   56,    0
  4970,132736,19711230,   55,    0
  4970,132736,19711231,   99,    0
  4970,132736,19720101,   46,    0
  4970,132736,19720102,   41,    0
  4970,132736,19720103,   28,    0
  4970,132736,19720104,   44,    0
  4970,132736,19720105,   28,    0
  4970,132736,19720106,   22,    0
  4970,132736,19720107,   25,    0
  4970,132736,19720108,   25,    0
  4970,132736,19720109,   12,    0
  4970,132736,19720110,   33,    0
  4970,132736,19720111,   48,    0
  4970,132736,19720112,   26,    0
