EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 HU   : Humidity in 1 %
30-34 Q_HU : quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 132735) of station Deuselbach, GERMANY (STAID:   4970)

 STAID,    SOUID,    DATE,   HU, Q_HU
  4970,132735,19621130,   95,    0
  4970,132735,19621201,   84,    0
  4970,132735,19621202,   79,    0
  4970,132735,19621203,   61,    0
  4970,132735,19621204,   50,    0
  4970,132735,19621205,   20,    0
  4970,132735,19621206,   46,    0
  4970,132735,19621207,   64,    0
  4970,132735,19621208,   50,    0
  4970,132735,19621209,   92,    0
  4970,132735,19621210,   91,    0
  4970,132735,19621211,   93,    0
  4970,132735,19621212,   93,    0
  4970,132735,19621213,   94,    0
  4970,132735,19621214,   92,    0
  4970,132735,19621215,   97,    0
  4970,132735,19621216,   92,    0
  4970,132735,19621217,   89,    0
  4970,132735,19621218,   96,    0
  4970,132735,19621219,   96,    0
  4970,132735,19621220,   93,    0
  4970,132735,19621221,   95,    0
  4970,132735,19621222,   88,    0
  4970,132735,19621223,   73,    0
  4970,132735,19621224,   73,    0
  4970,132735,19621225,   89,    0
  4970,132735,19621226,   86,    0
  4970,132735,19621227,   89,    0
  4970,132735,19621228,   81,    0
  4970,132735,19621229,   88,    0
  4970,132735,19621230,   92,    0
  4970,132735,19621231,   91,    0
  4970,132735,19630101,   90,    0
  4970,132735,19630102,   92,    0
  4970,132735,19630103,   92,    0
  4970,132735,19630104,   93,    0
  4970,132735,19630105,   94,    0
  4970,132735,19630106,   89,    0
  4970,132735,19630107,   89,    0
  4970,132735,19630108,   91,    0
  4970,132735,19630109,   92,    0
  4970,132735,19630110,   88,    0
  4970,132735,19630111,   85,    0
  4970,132735,19630112,   86,    0
  4970,132735,19630113,   80,    0
  4970,132735,19630114,   90,    0
  4970,132735,19630115,   92,    0
  4970,132735,19630116,   91,    0
  4970,132735,19630117,   85,    0
  4970,132735,19630118,   77,    0
  4970,132735,19630119,   75,    0
  4970,132735,19630120,   68,    0
  4970,132735,19630121,   71,    0
  4970,132735,19630122,   79,    0
  4970,132735,19630123,   91,    0
  4970,132735,19630124,   90,    0
  4970,132735,19630125,   87,    0
  4970,132735,19630126,   92,    0
  4970,132735,19630127,   89,    0
  4970,132735,19630128,   93,    0
  4970,132735,19630129,   90,    0
  4970,132735,19630130,   86,    0
  4970,132735,19630131,   81,    0
  4970,132735,19630201,   81,    0
  4970,132735,19630202,   84,    0
  4970,132735,19630203,   86,    0
  4970,132735,19630204,   84,    0
  4970,132735,19630205,   81,    0
  4970,132735,19630206,   64,    0
  4970,132735,19630207,   60,    0
  4970,132735,19630208,   91,    0
  4970,132735,19630209,   91,    0
  4970,132735,19630210,   83,    0
  4970,132735,19630211,   86,    0
  4970,132735,19630212,   94,    0
  4970,132735,19630213,   94,    0
  4970,132735,19630214,   88,    0
  4970,132735,19630215,   90,    0
  4970,132735,19630216,   93,    0
  4970,132735,19630217,   92,    0
  4970,132735,19630218,   82,    0
  4970,132735,19630219,   81,    0
  4970,132735,19630220,   91,    0
  4970,132735,19630221,   94,    0
  4970,132735,19630222,   81,    0
  4970,132735,19630223,   79,    0
  4970,132735,19630224,   74,    0
  4970,132735,19630225,   61,    0
  4970,132735,19630226,   64,    0
  4970,132735,19630227,   64,    0
  4970,132735,19630228,   61,    0
  4970,132735,19630301,   65,    0
  4970,132735,19630302,   64,    0
  4970,132735,19630303,   58,    0
  4970,132735,19630304,   77,    0
  4970,132735,19630305,   71,    0
  4970,132735,19630306,   45,    0
  4970,132735,19630307,   78,    0
  4970,132735,19630308,   74,    0
  4970,132735,19630309,   81,    0
  4970,132735,19630310,   92,    0
  4970,132735,19630311,   86,    0
  4970,132735,19630312,   91,    0
  4970,132735,19630313,   90,    0
  4970,132735,19630314,   87,    0
  4970,132735,19630315,   74,    0
  4970,132735,19630316,   82,    0
  4970,132735,19630317,   78,    0
  4970,132735,19630318,   91,    0
  4970,132735,19630319,   79,    0
  4970,132735,19630320,   85,    0
  4970,132735,19630321,   93,    0
  4970,132735,19630322,   80,    0
  4970,132735,19630323,   71,    0
  4970,132735,19630324,   79,    0
  4970,132735,19630325,   68,    0
  4970,132735,19630326,   95,    0
  4970,132735,19630327,   84,    0
  4970,132735,19630328,   79,    0
  4970,132735,19630329,   92,    0
  4970,132735,19630330,   81,    0
  4970,132735,19630331,   95,    0
  4970,132735,19630401,   90,    0
  4970,132735,19630402,   78,    0
  4970,132735,19630403,   66,    0
  4970,132735,19630404,   93,    0
  4970,132735,19630405,   66,    0
  4970,132735,19630406,   67,    0
  4970,132735,19630407,   71,    0
  4970,132735,19630408,   68,    0
  4970,132735,19630409,   76,    0
  4970,132735,19630410,   84,    0
  4970,132735,19630411,   74,    0
  4970,132735,19630412,   87,    0
  4970,132735,19630413,   65,    0
  4970,132735,19630414,   62,    0
  4970,132735,19630415,   55,    0
  4970,132735,19630416,   76,    0
  4970,132735,19630417,   74,    0
  4970,132735,19630418,   66,    0
  4970,132735,19630419,   63,    0
  4970,132735,19630420,   51,    0
  4970,132735,19630421,   75,    0
  4970,132735,19630422,   66,    0
  4970,132735,19630423,   52,    0
  4970,132735,19630424,   76,    0
  4970,132735,19630425,   88,    0
  4970,132735,19630426,   77,    0
  4970,132735,19630427,   63,    0
  4970,132735,19630428,   84,    0
  4970,132735,19630429,   90,    0
  4970,132735,19630430,   80,    0
  4970,132735,19630501,   70,    0
  4970,132735,19630502,   82,    0
  4970,132735,19630503,   75,    0
  4970,132735,19630504,   76,    0
  4970,132735,19630505,   65,    0
  4970,132735,19630506,   63,    0
  4970,132735,19630507,   54,    0
  4970,132735,19630508,   47,    0
  4970,132735,19630509,   95,    0
  4970,132735,19630510,   80,    0
  4970,132735,19630511,   76,    0
  4970,132735,19630512,   59,    0
  4970,132735,19630513,   69,    0
  4970,132735,19630514,   73,    0
  4970,132735,19630515,   87,    0
  4970,132735,19630516,   90,    0
  4970,132735,19630517,   74,    0
  4970,132735,19630518,   72,    0
  4970,132735,19630519,   75,    0
  4970,132735,19630520,   69,    0
  4970,132735,19630521,   60,    0
  4970,132735,19630522,   81,    0
  4970,132735,19630523,   88,    0
  4970,132735,19630524,   79,    0
  4970,132735,19630525,   85,    0
  4970,132735,19630526,   82,    0
  4970,132735,19630527,   80,    0
  4970,132735,19630528,   83,    0
  4970,132735,19630529,   85,    0
  4970,132735,19630530,   49,    0
  4970,132735,19630531,   51,    0
  4970,132735,19630601,   54,    0
  4970,132735,19630602,   54,    0
  4970,132735,19630603,   54,    0
  4970,132735,19630604,   58,    0
  4970,132735,19630605,   91,    0
  4970,132735,19630606,   80,    0
  4970,132735,19630607,   93,    0
  4970,132735,19630608,   81,    0
  4970,132735,19630609,   78,    0
  4970,132735,19630610,   76,    0
  4970,132735,19630611,   77,    0
  4970,132735,19630612,   78,    0
  4970,132735,19630613,   83,    0
  4970,132735,19630614,   86,    0
  4970,132735,19630615,   96,    0
  4970,132735,19630616,   79,    0
  4970,132735,19630617,   70,    0
  4970,132735,19630618,   79,    0
  4970,132735,19630619,   82,    0
  4970,132735,19630620,   95,    0
  4970,132735,19630621,   89,    0
  4970,132735,19630622,   87,    0
  4970,132735,19630623,   77,    0
  4970,132735,19630624,   73,    0
  4970,132735,19630625,   69,    0
  4970,132735,19630626,   85,    0
  4970,132735,19630627,   80,    0
  4970,132735,19630628,   89,    0
  4970,132735,19630629,   69,    0
  4970,132735,19630630,   69,    0
  4970,132735,19630701,   83,    0
  4970,132735,19630702,   71,    0
  4970,132735,19630703,   73,    0
  4970,132735,19630704,   78,    0
  4970,132735,19630705,   82,    0
  4970,132735,19630706,   69,    0
  4970,132735,19630707,   70,    0
  4970,132735,19630708,   75,    0
  4970,132735,19630709,   70,    0
  4970,132735,19630710,   67,    0
  4970,132735,19630711,   74,    0
  4970,132735,19630712,   76,    0
  4970,132735,19630713,   75,    0
  4970,132735,19630714,   69,    0
  4970,132735,19630715,   59,    0
  4970,132735,19630716,   65,    0
  4970,132735,19630717,   69,    0
  4970,132735,19630718,   67,    0
  4970,132735,19630719,   68,    0
  4970,132735,19630720,   73,    0
  4970,132735,19630721,   68,    0
  4970,132735,19630722,   67,    0
  4970,132735,19630723,   67,    0
  4970,132735,19630724,   58,    0
  4970,132735,19630725,   82,    0
  4970,132735,19630726,   66,    0
  4970,132735,19630727,   53,    0
  4970,132735,19630728,   56,    0
  4970,132735,19630729,   49,    0
  4970,132735,19630730,   48,    0
  4970,132735,19630731,   59,    0
  4970,132735,19630801,   50,    0
  4970,132735,19630802,   56,    0
  4970,132735,19630803,   66,    0
  4970,132735,19630804,   80,    0
  4970,132735,19630805,   70,    0
  4970,132735,19630806,   60,    0
  4970,132735,19630807,   95,    0
  4970,132735,19630808,   94,    0
  4970,132735,19630809,   83,    0
  4970,132735,19630810,   73,    0
  4970,132735,19630811,   87,    0
  4970,132735,19630812,   74,    0
  4970,132735,19630813,   68,    0
  4970,132735,19630814,   77,    0
  4970,132735,19630815,   79,    0
  4970,132735,19630816,   72,    0
  4970,132735,19630817,   88,    0
  4970,132735,19630818,   92,    0
  4970,132735,19630819,   92,    0
  4970,132735,19630820,   87,    0
  4970,132735,19630821,   86,    0
  4970,132735,19630822,   94,    0
  4970,132735,19630823,   94,    0
  4970,132735,19630824,   80,    0
  4970,132735,19630825,   79,    0
  4970,132735,19630826,   77,    0
  4970,132735,19630827,   81,    0
  4970,132735,19630828,   83,    0
  4970,132735,19630829,   77,    0
  4970,132735,19630830,   71,    0
  4970,132735,19630831,   76,    0
  4970,132735,19630901,   79,    0
  4970,132735,19630902,   77,    0
  4970,132735,19630903,   81,    0
  4970,132735,19630904,   76,    0
  4970,132735,19630905,   84,    0
  4970,132735,19630906,   90,    0
  4970,132735,19630907,   86,    0
  4970,132735,19630908,   77,    0
  4970,132735,19630909,   83,    0
  4970,132735,19630910,   75,    0
  4970,132735,19630911,   77,    0
  4970,132735,19630912,   88,    0
  4970,132735,19630913,   87,    0
  4970,132735,19630914,   75,    0
  4970,132735,19630915,   72,    0
  4970,132735,19630916,   77,    0
  4970,132735,19630917,   81,    0
  4970,132735,19630918,   79,    0
  4970,132735,19630919,   87,    0
  4970,132735,19630920,   91,    0
  4970,132735,19630921,   91,    0
  4970,132735,19630922,   81,    0
  4970,132735,19630923,   80,    0
  4970,132735,19630924,   87,    0
  4970,132735,19630925,   86,    0
  4970,132735,19630926,   92,    0
  4970,132735,19630927,   72,    0
  4970,132735,19630928,   81,    0
  4970,132735,19630929,   83,    0
  4970,132735,19630930,   82,    0
  4970,132735,19631001,   84,    0
  4970,132735,19631002,   94,    0
  4970,132735,19631003,   84,    0
  4970,132735,19631004,   95,    0
  4970,132735,19631005,   91,    0
  4970,132735,19631006,   90,    0
  4970,132735,19631007,   91,    0
  4970,132735,19631008,   69,    0
  4970,132735,19631009,   90,    0
  4970,132735,19631010,   87,    0
  4970,132735,19631011,   90,    0
  4970,132735,19631012,   79,    0
  4970,132735,19631013,   79,    0
  4970,132735,19631014,   79,    0
  4970,132735,19631015,   73,    0
  4970,132735,19631016,   75,    0
  4970,132735,19631017,   85,    0
  4970,132735,19631018,   85,    0
  4970,132735,19631019,   73,    0
  4970,132735,19631020,   77,    0
  4970,132735,19631021,   87,    0
  4970,132735,19631022,   92,    0
  4970,132735,19631023,   87,    0
  4970,132735,19631024,   84,    0
  4970,132735,19631025,   82,    0
  4970,132735,19631026,   78,    0
  4970,132735,19631027,   82,    0
  4970,132735,19631028,   74,    0
  4970,132735,19631029,   92,    0
  4970,132735,19631030,   89,    0
  4970,132735,19631031,   80,    0
  4970,132735,19631101,   77,    0
  4970,132735,19631102,   76,    0
  4970,132735,19631103,   84,    0
  4970,132735,19631104,   80,    0
  4970,132735,19631105,   75,    0
  4970,132735,19631106,   86,    0
  4970,132735,19631107,   91,    0
  4970,132735,19631108,   94,    0
  4970,132735,19631109,   87,    0
  4970,132735,19631110,   83,    0
  4970,132735,19631111,   81,    0
  4970,132735,19631112,   86,    0
  4970,132735,19631113,   89,    0
  4970,132735,19631114,   80,    0
  4970,132735,19631115,   87,    0
  4970,132735,19631116,   88,    0
  4970,132735,19631117,   90,    0
  4970,132735,19631118,   79,    0
  4970,132735,19631119,   90,    0
  4970,132735,19631120,   93,    0
  4970,132735,19631121,   81,    0
  4970,132735,19631122,   92,    0
  4970,132735,19631123,   92,    0
  4970,132735,19631124,   81,    0
  4970,132735,19631125,   88,    0
  4970,132735,19631126,   87,    0
  4970,132735,19631127,   92,    0
  4970,132735,19631128,   88,    0
  4970,132735,19631129,   98,    0
  4970,132735,19631130,   86,    0
  4970,132735,19631201,   83,    0
  4970,132735,19631202,   92,    0
  4970,132735,19631203,   86,    0
  4970,132735,19631204,   86,    0
  4970,132735,19631205,   87,    0
  4970,132735,19631206,   80,    0
  4970,132735,19631207,   81,    0
  4970,132735,19631208,   80,    0
  4970,132735,19631209,   77,    0
  4970,132735,19631210,   98,    0
  4970,132735,19631211,   90,    0
  4970,132735,19631212,   88,    0
  4970,132735,19631213,   81,    0
  4970,132735,19631214,   89,    0
  4970,132735,19631215,   88,    0
  4970,132735,19631216,   90,    0
  4970,132735,19631217,   93,    0
  4970,132735,19631218,   88,    0
  4970,132735,19631219,   93,    0
  4970,132735,19631220,   88,    0
  4970,132735,19631221,   92,    0
  4970,132735,19631222,   88,    0
  4970,132735,19631223,   78,    0
  4970,132735,19631224,   69,    0
  4970,132735,19631225,   63,    0
  4970,132735,19631226,   87,    0
  4970,132735,19631227,   93,    0
  4970,132735,19631228,   94,    0
  4970,132735,19631229,   92,    0
  4970,132735,19631230,   96,    0
  4970,132735,19631231,   96,    0
  4970,132735,19640101,   95,    0
  4970,132735,19640102,   78,    0
  4970,132735,19640103,   70,    0
  4970,132735,19640104,   36,    0
  4970,132735,19640105,   92,    0
  4970,132735,19640106,   85,    0
  4970,132735,19640107,   88,    0
  4970,132735,19640108,   95,    0
  4970,132735,19640109,   95,    0
  4970,132735,19640110,   91,    0
  4970,132735,19640111,   94,    0
  4970,132735,19640112,   88,    0
  4970,132735,19640113,   93,    0
  4970,132735,19640114,   92,    0
  4970,132735,19640115,   86,    0
  4970,132735,19640116,   78,    0
  4970,132735,19640117,   79,    0
  4970,132735,19640118,   75,    0
  4970,132735,19640119,   95,    0
  4970,132735,19640120,   94,    0
  4970,132735,19640121,   94,    0
  4970,132735,19640122,   98,    0
  4970,132735,19640123,   95,    0
  4970,132735,19640124,   94,    0
  4970,132735,19640125,   86,    0
  4970,132735,19640126,   91,    0
  4970,132735,19640127,   84,    0
  4970,132735,19640128,   90,    0
  4970,132735,19640129,   95,    0
  4970,132735,19640130,   93,    0
  4970,132735,19640131,   95,    0
  4970,132735,19640201,   96,    0
  4970,132735,19640202,   93,    0
  4970,132735,19640203,   91,    0
  4970,132735,19640204,   84,    0
  4970,132735,19640205,   82,    0
  4970,132735,19640206,   92,    0
  4970,132735,19640207,   89,    0
  4970,132735,19640208,   95,    0
  4970,132735,19640209,   96,    0
  4970,132735,19640210,   96,    0
  4970,132735,19640211,   94,    0
  4970,132735,19640212,   97,    0
  4970,132735,19640213,   84,    0
  4970,132735,19640214,   81,    0
  4970,132735,19640215,   63,    0
  4970,132735,19640216,   72,    0
  4970,132735,19640217,   93,    0
  4970,132735,19640218,   95,    0
  4970,132735,19640219,   90,    0
  4970,132735,19640220,   81,    0
  4970,132735,19640221,   76,    0
  4970,132735,19640222,   68,    0
  4970,132735,19640223,   83,    0
  4970,132735,19640224,   89,    0
  4970,132735,19640225,   59,    0
  4970,132735,19640226,   62,    0
  4970,132735,19640227,   93,    0
  4970,132735,19640228,   92,    0
  4970,132735,19640229,   90,    0
  4970,132735,19640301,   85,    0
  4970,132735,19640302,   72,    0
  4970,132735,19640303,   86,    0
  4970,132735,19640304,   88,    0
  4970,132735,19640305,   76,    0
  4970,132735,19640306,   78,    0
  4970,132735,19640307,   76,    0
  4970,132735,19640308,   76,    0
  4970,132735,19640309,   69,    0
  4970,132735,19640310,   67,    0
  4970,132735,19640311,   60,    0
  4970,132735,19640312,   62,    0
  4970,132735,19640313,   91,    0
  4970,132735,19640314,   93,    0
  4970,132735,19640315,   92,    0
  4970,132735,19640316,   78,    0
  4970,132735,19640317,   72,    0
  4970,132735,19640318,   69,    0
  4970,132735,19640319,   95,    0
  4970,132735,19640320,   84,    0
  4970,132735,19640321,   88,    0
  4970,132735,19640322,   91,    0
  4970,132735,19640323,   93,    0
  4970,132735,19640324,   82,    0
  4970,132735,19640325,   90,    0
  4970,132735,19640326,   84,    0
  4970,132735,19640327,   90,    0
  4970,132735,19640328,   92,    0
  4970,132735,19640329,   95,    0
  4970,132735,19640330,   90,    0
  4970,132735,19640331,   88,    0
  4970,132735,19640401,   91,    0
  4970,132735,19640402,   89,    0
  4970,132735,19640403,   95,    0
  4970,132735,19640404,   93,    0
  4970,132735,19640405,   98,    0
  4970,132735,19640406,   75,    0
  4970,132735,19640407,   83,    0
  4970,132735,19640408,   82,    0
  4970,132735,19640409,   68,    0
  4970,132735,19640410,   57,    0
  4970,132735,19640411,   65,    0
  4970,132735,19640412,   68,    0
  4970,132735,19640413,   92,    0
  4970,132735,19640414,   76,    0
  4970,132735,19640415,   58,    0
  4970,132735,19640416,   49,    0
  4970,132735,19640417,   50,    0
  4970,132735,19640418,   53,    0
  4970,132735,19640419,   67,    0
  4970,132735,19640420,   66,    0
  4970,132735,19640421,   71,    0
  4970,132735,19640422,   85,    0
  4970,132735,19640423,   88,    0
  4970,132735,19640424,   95,    0
  4970,132735,19640425,   88,    0
  4970,132735,19640426,   66,    0
  4970,132735,19640427,   47,    0
  4970,132735,19640428,   67,    0
  4970,132735,19640429,   81,    0
  4970,132735,19640430,   90,    0
  4970,132735,19640501,   79,    0
  4970,132735,19640502,   72,    0
  4970,132735,19640503,   85,    0
  4970,132735,19640504,   67,    0
  4970,132735,19640505,   74,    0
  4970,132735,19640506,   60,    0
  4970,132735,19640507,   56,    0
  4970,132735,19640508,   61,    0
  4970,132735,19640509,   55,    0
  4970,132735,19640510,   56,    0
  4970,132735,19640511,   58,    0
  4970,132735,19640512,   50,    0
  4970,132735,19640513,   69,    0
  4970,132735,19640514,   82,    0
  4970,132735,19640515,   65,    0
  4970,132735,19640516,   57,    0
  4970,132735,19640517,   43,    0
  4970,132735,19640518,   56,    0
  4970,132735,19640519,   73,    0
  4970,132735,19640520,   77,    0
  4970,132735,19640521,   63,    0
  4970,132735,19640522,   63,    0
  4970,132735,19640523,   54,    0
  4970,132735,19640524,   57,    0
  4970,132735,19640525,   68,    0
  4970,132735,19640526,   82,    0
  4970,132735,19640527,   80,    0
  4970,132735,19640528,   86,    0
  4970,132735,19640529,   85,    0
  4970,132735,19640530,   71,    0
  4970,132735,19640531,   60,    0
  4970,132735,19640601,   52,    0
  4970,132735,19640602,   79,    0
  4970,132735,19640603,   68,    0
  4970,132735,19640604,   53,    0
  4970,132735,19640605,   77,    0
  4970,132735,19640606,   61,    0
  4970,132735,19640607,   77,    0
  4970,132735,19640608,   77,    0
  4970,132735,19640609,   66,    0
  4970,132735,19640610,   50,    0
  4970,132735,19640611,   63,    0
  4970,132735,19640612,   54,    0
  4970,132735,19640613,   44,    0
  4970,132735,19640614,   79,    0
  4970,132735,19640615,   82,    0
  4970,132735,19640616,   72,    0
  4970,132735,19640617,   59,    0
  4970,132735,19640618,   69,    0
  4970,132735,19640619,   85,    0
  4970,132735,19640620,   86,    0
  4970,132735,19640621,   58,    0
  4970,132735,19640622,   77,    0
  4970,132735,19640623,   79,    0
  4970,132735,19640624,   67,    0
  4970,132735,19640625,   52,    0
  4970,132735,19640626,   67,    0
  4970,132735,19640627,   59,    0
  4970,132735,19640628,   60,    0
  4970,132735,19640629,   83,    0
  4970,132735,19640630,   64,    0
  4970,132735,19640701,   71,    0
  4970,132735,19640702,   62,    0
  4970,132735,19640703,   62,    0
  4970,132735,19640704,   73,    0
  4970,132735,19640705,   64,    0
  4970,132735,19640706,   58,    0
  4970,132735,19640707,   52,    0
  4970,132735,19640708,   59,    0
  4970,132735,19640709,   93,    0
  4970,132735,19640710,   84,    0
  4970,132735,19640711,   90,    0
  4970,132735,19640712,   84,    0
  4970,132735,19640713,   76,    0
  4970,132735,19640714,   63,    0
  4970,132735,19640715,   50,    0
  4970,132735,19640716,   64,    0
  4970,132735,19640717,   49,    0
  4970,132735,19640718,   36,    0
  4970,132735,19640719,   74,    0
  4970,132735,19640720,   55,    0
  4970,132735,19640721,   69,    0
  4970,132735,19640722,   72,    0
  4970,132735,19640723,   72,    0
  4970,132735,19640724,   63,    0
  4970,132735,19640725,   51,    0
  4970,132735,19640726,   40,    0
  4970,132735,19640727,   49,    0
  4970,132735,19640728,   66,    0
  4970,132735,19640729,   65,    0
  4970,132735,19640730,   61,    0
  4970,132735,19640731,   55,    0
  4970,132735,19640801,   82,    0
  4970,132735,19640802,   71,    0
  4970,132735,19640803,   64,    0
  4970,132735,19640804,   66,    0
  4970,132735,19640805,   59,    0
  4970,132735,19640806,   40,    0
  4970,132735,19640807,   68,    0
  4970,132735,19640808,   82,    0
  4970,132735,19640809,   84,    0
  4970,132735,19640810,   79,    0
  4970,132735,19640811,   90,    0
  4970,132735,19640812,   95,    0
  4970,132735,19640813,   89,    0
  4970,132735,19640814,   76,    0
  4970,132735,19640815,   74,    0
  4970,132735,19640816,   72,    0
  4970,132735,19640817,   64,    0
  4970,132735,19640818,   81,    0
  4970,132735,19640819,   90,    0
  4970,132735,19640820,   73,    0
  4970,132735,19640821,   77,    0
  4970,132735,19640822,   72,    0
  4970,132735,19640823,   65,    0
  4970,132735,19640824,   56,    0
  4970,132735,19640825,   63,    0
  4970,132735,19640826,   45,    0
  4970,132735,19640827,   51,    0
  4970,132735,19640828,   50,    0
  4970,132735,19640829,   81,    0
  4970,132735,19640830,   65,    0
  4970,132735,19640831,   66,    0
  4970,132735,19640901,   55,    0
  4970,132735,19640902,   46,    0
  4970,132735,19640903,   53,    0
  4970,132735,19640904,   60,    0
  4970,132735,19640905,   73,    0
  4970,132735,19640906,   93,    0
  4970,132735,19640907,   83,    0
  4970,132735,19640908,   86,    0
  4970,132735,19640909,   88,    0
  4970,132735,19640910,   80,    0
  4970,132735,19640911,   70,    0
  4970,132735,19640912,   76,    0
  4970,132735,19640913,   51,    0
  4970,132735,19640914,   64,    0
  4970,132735,19640915,   78,    0
  4970,132735,19640916,   92,    0
  4970,132735,19640917,   88,    0
  4970,132735,19640918,   85,    0
  4970,132735,19640919,   82,    0
  4970,132735,19640920,   85,    0
  4970,132735,19640921,   80,    0
  4970,132735,19640922,   70,    0
  4970,132735,19640923,   53,    0
  4970,132735,19640924,   51,    0
  4970,132735,19640925,   71,    0
  4970,132735,19640926,   65,    0
  4970,132735,19640927,   82,    0
  4970,132735,19640928,   78,    0
  4970,132735,19640929,   82,    0
  4970,132735,19640930,   92,    0
  4970,132735,19641001,   77,    0
  4970,132735,19641002,   70,    0
  4970,132735,19641003,   63,    0
  4970,132735,19641004,   66,    0
  4970,132735,19641005,   86,    0
  4970,132735,19641006,   87,    0
  4970,132735,19641007,   84,    0
  4970,132735,19641008,   90,    0
  4970,132735,19641009,   89,    0
  4970,132735,19641010,   79,    0
  4970,132735,19641011,   85,    0
  4970,132735,19641012,   85,    0
  4970,132735,19641013,   89,    0
  4970,132735,19641014,   79,    0
  4970,132735,19641015,   88,    0
  4970,132735,19641016,   86,    0
  4970,132735,19641017,   88,    0
  4970,132735,19641018,   91,    0
  4970,132735,19641019,   90,    0
  4970,132735,19641020,   87,    0
  4970,132735,19641021,   87,    0
  4970,132735,19641022,   88,    0
  4970,132735,19641023,   91,    0
  4970,132735,19641024,   93,    0
  4970,132735,19641025,   83,    0
  4970,132735,19641026,   77,    0
  4970,132735,19641027,   89,    0
  4970,132735,19641028,   96,    0
  4970,132735,19641029,   94,    0
  4970,132735,19641030,   97,    0
  4970,132735,19641031,   90,    0
  4970,132735,19641101,   93,    0
  4970,132735,19641102,   95,    0
  4970,132735,19641103,   92,    0
  4970,132735,19641104,   90,    0
  4970,132735,19641105,   85,    0
  4970,132735,19641106,   94,    0
  4970,132735,19641107,   75,    0
  4970,132735,19641108,   58,    0
  4970,132735,19641109,   61,    0
  4970,132735,19641110,   83,    0
  4970,132735,19641111,   85,    0
  4970,132735,19641112,   89,    0
  4970,132735,19641113,   90,    0
  4970,132735,19641114,   93,    0
  4970,132735,19641115,   90,    0
  4970,132735,19641116,   94,    0
  4970,132735,19641117,   91,    0
  4970,132735,19641118,   91,    0
  4970,132735,19641119,   95,    0
  4970,132735,19641120,   97,    0
  4970,132735,19641121,   91,    0
  4970,132735,19641122,   88,    0
  4970,132735,19641123,   94,    0
  4970,132735,19641124,   96,    0
  4970,132735,19641125,   97,    0
  4970,132735,19641126,   89,    0
  4970,132735,19641127,   96,    0
  4970,132735,19641128,   94,    0
  4970,132735,19641129,   91,    0
  4970,132735,19641130,   93,    0
  4970,132735,19641201,   84,    0
  4970,132735,19641202,   94,    0
  4970,132735,19641203,   90,    0
  4970,132735,19641204,   92,    0
  4970,132735,19641205,   94,    0
  4970,132735,19641206,   97,    0
  4970,132735,19641207,   94,    0
  4970,132735,19641208,   92,    0
  4970,132735,19641209,   75,    0
  4970,132735,19641210,   80,    0
  4970,132735,19641211,   91,    0
  4970,132735,19641212,   95,    0
  4970,132735,19641213,   96,    0
  4970,132735,19641214,   92,    0
  4970,132735,19641215,   79,    0
  4970,132735,19641216,   93,    0
  4970,132735,19641217,   93,    0
  4970,132735,19641218,   87,    0
  4970,132735,19641219,   89,    0
  4970,132735,19641220,   79,    0
  4970,132735,19641221,   86,    0
  4970,132735,19641222,   90,    0
  4970,132735,19641223,   88,    0
  4970,132735,19641224,   89,    0
  4970,132735,19641225,   95,    0
  4970,132735,19641226,   92,    0
  4970,132735,19641227,   88,    0
  4970,132735,19641228,   89,    0
  4970,132735,19641229,   89,    0
  4970,132735,19641230,   91,    0
  4970,132735,19641231,   92,    0
  4970,132735,19650101,   93,    0
  4970,132735,19650102,   94,    0
  4970,132735,19650103,   93,    0
  4970,132735,19650104,   87,    0
  4970,132735,19650105,   94,    0
  4970,132735,19650106,   94,    0
  4970,132735,19650107,   95,    0
  4970,132735,19650108,   95,    0
  4970,132735,19650109,   90,    0
  4970,132735,19650110,   95,    0
  4970,132735,19650111,   67,    0
  4970,132735,19650112,   74,    0
  4970,132735,19650113,   86,    0
  4970,132735,19650114,   85,    0
  4970,132735,19650115,   89,    0
  4970,132735,19650116,   93,    0
  4970,132735,19650117,   94,    0
  4970,132735,19650118,   89,    0
  4970,132735,19650119,   94,    0
  4970,132735,19650120,   86,    0
  4970,132735,19650121,   89,    0
  4970,132735,19650122,   94,    0
  4970,132735,19650123,   93,    0
  4970,132735,19650124,   92,    0
  4970,132735,19650125,   93,    0
  4970,132735,19650126,   96,    0
  4970,132735,19650127,   94,    0
  4970,132735,19650128,   96,    0
  4970,132735,19650129,   91,    0
  4970,132735,19650130,   97,    0
  4970,132735,19650131,   96,    0
  4970,132735,19650201,   91,    0
  4970,132735,19650202,   84,    0
  4970,132735,19650203,   93,    0
  4970,132735,19650204,   92,    0
