EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : Precipitation amount in 0.1 mm
30-34 Q_RR : quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 132730) of station Deuselbach, GERMANY (STAID:   4970)

 STAID,    SOUID,    DATE,   RR, Q_RR
  4970,132730,19630212,   28,    0
  4970,132730,19630213,    7,    0
  4970,132730,19630214,    0,    0
  4970,132730,19630215,   15,    0
  4970,132730,19630216,   53,    0
  4970,132730,19630217,    0,    0
  4970,132730,19630218,    0,    0
  4970,132730,19630219,   18,    0
  4970,132730,19630220,   57,    0
  4970,132730,19630221,   26,    0
  4970,132730,19630222,    0,    0
  4970,132730,19630223,    0,    0
  4970,132730,19630224,    0,    0
  4970,132730,19630225,    0,    0
  4970,132730,19630226,    0,    0
  4970,132730,19630227,    0,    0
  4970,132730,19630228,    0,    0
  4970,132730,19630301,    0,    0
  4970,132730,19630302,    0,    0
  4970,132730,19630303,    0,    0
  4970,132730,19630304,    0,    0
  4970,132730,19630305,    0,    0
  4970,132730,19630306,    0,    0
  4970,132730,19630307,    0,    0
  4970,132730,19630308,   28,    0
  4970,132730,19630309,   72,    0
  4970,132730,19630310,   28,    0
  4970,132730,19630311,   71,    0
  4970,132730,19630312,   35,    0
  4970,132730,19630313,   32,    0
  4970,132730,19630314,   10,    0
  4970,132730,19630315,   23,    0
  4970,132730,19630316,   26,    0
  4970,132730,19630317,    2,    0
  4970,132730,19630318,   76,    0
  4970,132730,19630319,    0,    0
  4970,132730,19630320,   12,    0
  4970,132730,19630321,    8,    0
  4970,132730,19630322,    0,    0
  4970,132730,19630323,    0,    0
  4970,132730,19630324,    0,    0
  4970,132730,19630325,   32,    0
  4970,132730,19630326,  128,    0
  4970,132730,19630327,    0,    0
  4970,132730,19630328,    6,    0
  4970,132730,19630329,  100,    0
  4970,132730,19630330,    0,    0
  4970,132730,19630331,   64,    0
  4970,132730,19630401,    0,    0
  4970,132730,19630402,    0,    0
  4970,132730,19630403,   17,    0
  4970,132730,19630404,   22,    0
  4970,132730,19630405,    8,    0
  4970,132730,19630406,    0,    0
  4970,132730,19630407,    0,    0
  4970,132730,19630408,    0,    0
  4970,132730,19630409,    3,    0
  4970,132730,19630410,  109,    0
  4970,132730,19630411,    0,    0
  4970,132730,19630412,   48,    0
  4970,132730,19630413,    0,    0
  4970,132730,19630414,    0,    0
  4970,132730,19630415,   13,    0
  4970,132730,19630416,    0,    0
  4970,132730,19630417,    0,    0
  4970,132730,19630418,    0,    0
  4970,132730,19630419,    0,    0
  4970,132730,19630420,   14,    0
  4970,132730,19630421,   10,    0
  4970,132730,19630422,    0,    0
  4970,132730,19630423,    0,    0
  4970,132730,19630424,   30,    0
  4970,132730,19630425,    0,    0
  4970,132730,19630426,    0,    0
  4970,132730,19630427,    0,    0
  4970,132730,19630428,   18,    0
  4970,132730,19630429,   70,    0
  4970,132730,19630430,    1,    0
  4970,132730,19630501,   86,    0
  4970,132730,19630502,   25,    0
  4970,132730,19630503,   44,    0
  4970,132730,19630504,    0,    0
  4970,132730,19630505,    0,    0
  4970,132730,19630506,    0,    0
  4970,132730,19630507,    0,    0
  4970,132730,19630508,   58,    0
  4970,132730,19630509,   69,    0
  4970,132730,19630510,   27,    0
  4970,132730,19630511,    4,    0
  4970,132730,19630512,    0,    0
  4970,132730,19630513,   41,    0
  4970,132730,19630514,   30,    0
  4970,132730,19630515,    8,    0
  4970,132730,19630516,    0,    0
  4970,132730,19630517,    4,    0
  4970,132730,19630518,    0,    0
  4970,132730,19630519,    2,    0
  4970,132730,19630520,    1,    0
  4970,132730,19630521,    1,    0
  4970,132730,19630522,  113,    0
  4970,132730,19630523,    5,    0
  4970,132730,19630524,    0,    0
  4970,132730,19630525,    0,    0
  4970,132730,19630526,    0,    0
  4970,132730,19630527,    0,    0
  4970,132730,19630528,    0,    0
  4970,132730,19630529,    8,    0
  4970,132730,19630530,    0,    0
  4970,132730,19630531,    0,    0
  4970,132730,19630601,    0,    0
  4970,132730,19630602,    0,    0
  4970,132730,19630603,    0,    0
  4970,132730,19630604,   51,    0
  4970,132730,19630605,   22,    0
  4970,132730,19630606,   27,    0
  4970,132730,19630607,  187,    0
  4970,132730,19630608,    0,    0
  4970,132730,19630609,   68,    0
  4970,132730,19630610,   80,    0
  4970,132730,19630611,   38,    0
  4970,132730,19630612,    0,    0
  4970,132730,19630613,   86,    0
  4970,132730,19630614,   10,    0
  4970,132730,19630615,    2,    0
  4970,132730,19630616,    0,    0
  4970,132730,19630617,    0,    0
  4970,132730,19630618,   56,    0
  4970,132730,19630619,   25,    0
  4970,132730,19630620,   60,    0
  4970,132730,19630621,   19,    0
  4970,132730,19630622,   19,    0
  4970,132730,19630623,   12,    0
  4970,132730,19630624,    0,    0
  4970,132730,19630625,   29,    0
  4970,132730,19630626,   11,    0
  4970,132730,19630627,   76,    0
  4970,132730,19630628,   85,    0
  4970,132730,19630629,    0,    0
  4970,132730,19630630,    0,    0
  4970,132730,19630701,    2,    0
  4970,132730,19630702,    2,    0
  4970,132730,19630703,    4,    0
  4970,132730,19630704,  182,    0
  4970,132730,19630705,    0,    0
  4970,132730,19630706,    0,    0
  4970,132730,19630707,    0,    0
  4970,132730,19630708,    0,    0
  4970,132730,19630709,    0,    0
  4970,132730,19630710,    0,    0
  4970,132730,19630711,    0,    0
  4970,132730,19630712,    4,    0
  4970,132730,19630713,   66,    0
  4970,132730,19630714,    0,    0
  4970,132730,19630715,    0,    0
  4970,132730,19630716,    0,    0
  4970,132730,19630717,    0,    0
  4970,132730,19630718,    0,    0
  4970,132730,19630719,    0,    0
  4970,132730,19630720,    0,    0
  4970,132730,19630721,    0,    0
  4970,132730,19630722,    0,    0
  4970,132730,19630723,    0,    0
  4970,132730,19630724,    0,    0
  4970,132730,19630725,   14,    0
  4970,132730,19630726,    0,    0
  4970,132730,19630727,    0,    0
  4970,132730,19630728,    0,    0
  4970,132730,19630729,    0,    0
  4970,132730,19630730,    0,    0
  4970,132730,19630731,    0,    0
  4970,132730,19630801,    0,    0
  4970,132730,19630802,    0,    0
  4970,132730,19630803,    6,    0
  4970,132730,19630804,   20,    0
  4970,132730,19630805,    0,    0
  4970,132730,19630806,    0,    0
  4970,132730,19630807,  315,    0
  4970,132730,19630808,  127,    0
  4970,132730,19630809,    0,    0
  4970,132730,19630810,    9,    0
  4970,132730,19630811,   53,    0
  4970,132730,19630812,    0,    0
  4970,132730,19630813,    0,    0
  4970,132730,19630814,  113,    0
  4970,132730,19630815,    0,    0
  4970,132730,19630816,    0,    0
  4970,132730,19630817,  102,    0
  4970,132730,19630818,  107,    0
  4970,132730,19630819,   35,    0
  4970,132730,19630820,   47,    0
  4970,132730,19630821,   32,    0
  4970,132730,19630822,   33,    0
  4970,132730,19630823,   82,    0
  4970,132730,19630824,    4,    0
  4970,132730,19630825,    0,    0
  4970,132730,19630826,    0,    0
  4970,132730,19630827,   72,    0
  4970,132730,19630828,    6,    0
  4970,132730,19630829,    0,    0
  4970,132730,19630830,    0,    0
  4970,132730,19630831,    3,    0
  4970,132730,19630901,   16,    0
  4970,132730,19630902,    0,    0
  4970,132730,19630903,    0,    0
  4970,132730,19630904,    0,    0
  4970,132730,19630905,   31,    0
  4970,132730,19630906,    8,    0
  4970,132730,19630907,    0,    0
  4970,132730,19630908,    0,    0
  4970,132730,19630909,    0,    0
  4970,132730,19630910,    0,    0
  4970,132730,19630911,   17,    0
  4970,132730,19630912,    0,    0
  4970,132730,19630913,    0,    0
  4970,132730,19630914,    0,    0
  4970,132730,19630915,    0,    0
  4970,132730,19630916,    0,    0
  4970,132730,19630917,    0,    0
  4970,132730,19630918,    0,    0
  4970,132730,19630919,    0,    0
  4970,132730,19630920,    0,    0
  4970,132730,19630921,    3,    0
  4970,132730,19630922,    0,    0
  4970,132730,19630923,    0,    0
  4970,132730,19630924,   68,    0
  4970,132730,19630925,   42,    0
  4970,132730,19630926,   44,    0
  4970,132730,19630927,    0,    0
  4970,132730,19630928,    0,    0
  4970,132730,19630929,    0,    0
  4970,132730,19630930,    0,    0
  4970,132730,19631001,    8,    0
  4970,132730,19631002,   28,    0
  4970,132730,19631003,    6,    0
  4970,132730,19631004,   27,    0
  4970,132730,19631005,   95,    0
  4970,132730,19631006,  219,    0
  4970,132730,19631007,    2,    0
  4970,132730,19631008,    0,    0
  4970,132730,19631009,   22,    0
  4970,132730,19631010,    0,    0
  4970,132730,19631011,    0,    0
  4970,132730,19631012,    0,    0
  4970,132730,19631013,    1,    0
  4970,132730,19631014,    0,    0
  4970,132730,19631015,    0,    0
  4970,132730,19631016,    0,    0
  4970,132730,19631017,    5,    0
  4970,132730,19631018,    0,    0
  4970,132730,19631019,    0,    0
  4970,132730,19631020,    0,    0
  4970,132730,19631021,    0,    0
  4970,132730,19631022,    1,    0
  4970,132730,19631023,    0,    0
  4970,132730,19631024,    0,    0
  4970,132730,19631025,    0,    0
  4970,132730,19631026,    0,    0
  4970,132730,19631027,    0,    0
  4970,132730,19631028,    0,    0
  4970,132730,19631029,    0,    0
  4970,132730,19631030,    0,    0
  4970,132730,19631031,   18,    0
  4970,132730,19631101,    0,    0
  4970,132730,19631102,    0,    0
  4970,132730,19631103,   13,    0
  4970,132730,19631104,   16,    0
  4970,132730,19631105,    0,    0
  4970,132730,19631106,   44,    0
  4970,132730,19631107,   89,    0
  4970,132730,19631108,  152,    0
  4970,132730,19631109,    2,    0
  4970,132730,19631110,   46,    0
  4970,132730,19631111,   84,    0
  4970,132730,19631112,   42,    0
  4970,132730,19631113,   33,    0
  4970,132730,19631114,    2,    0
  4970,132730,19631115,  107,    0
  4970,132730,19631116,   67,    0
  4970,132730,19631117,   82,    0
  4970,132730,19631118,    8,    0
  4970,132730,19631119,  232,    0
  4970,132730,19631120,  124,    0
  4970,132730,19631121,    6,    0
  4970,132730,19631122,   87,    0
  4970,132730,19631123,    0,    0
  4970,132730,19631124,    0,    0
  4970,132730,19631125,   44,    0
  4970,132730,19631126,    3,    0
  4970,132730,19631127,    0,    0
  4970,132730,19631128,    2,    0
  4970,132730,19631129,    7,    0
  4970,132730,19631130,    0,    0
  4970,132730,19631201,    0,    0
  4970,132730,19631202,    0,    0
  4970,132730,19631203,    0,    0
  4970,132730,19631204,    0,    0
  4970,132730,19631205,    0,    0
  4970,132730,19631206,    0,    0
  4970,132730,19631207,    0,    0
  4970,132730,19631208,    0,    0
  4970,132730,19631209,    0,    0
  4970,132730,19631210,    0,    0
  4970,132730,19631211,    0,    0
  4970,132730,19631212,    0,    0
  4970,132730,19631213,   20,    0
  4970,132730,19631214,    0,    0
  4970,132730,19631215,    0,    0
  4970,132730,19631216,    1,    0
  4970,132730,19631217,    4,    0
  4970,132730,19631218,    0,    0
  4970,132730,19631219,    0,    0
  4970,132730,19631220,    0,    0
  4970,132730,19631221,    0,    0
  4970,132730,19631222,    0,    0
  4970,132730,19631223,    0,    0
  4970,132730,19631224,    0,    0
  4970,132730,19631225,    1,    0
  4970,132730,19631226,    8,    0
  4970,132730,19631227,    0,    0
  4970,132730,19631228,    0,    0
  4970,132730,19631229,    2,    0
  4970,132730,19631230,    0,    0
  4970,132730,19631231,    6,    0
  4970,132730,19640101,    0,    0
  4970,132730,19640102,    0,    0
  4970,132730,19640103,    0,    0
  4970,132730,19640104,    0,    0
  4970,132730,19640105,    0,    0
  4970,132730,19640106,    0,    0
  4970,132730,19640107,    0,    0
  4970,132730,19640108,    0,    0
  4970,132730,19640109,   29,    0
  4970,132730,19640110,   33,    0
  4970,132730,19640111,   10,    0
  4970,132730,19640112,   11,    0
  4970,132730,19640113,  144,    0
  4970,132730,19640114,   27,    0
  4970,132730,19640115,    0,    0
  4970,132730,19640116,    0,    0
  4970,132730,19640117,    0,    0
  4970,132730,19640118,    0,    0
  4970,132730,19640119,    0,    0
  4970,132730,19640120,    0,    0
  4970,132730,19640121,    0,    0
  4970,132730,19640122,    0,    0
  4970,132730,19640123,    0,    0
  4970,132730,19640124,    0,    0
  4970,132730,19640125,    0,    0
  4970,132730,19640126,    3,    0
  4970,132730,19640127,    0,    0
  4970,132730,19640128,    4,    0
  4970,132730,19640129,    0,    0
  4970,132730,19640130,   12,    0
  4970,132730,19640131,   37,    0
  4970,132730,19640201,    0,    0
  4970,132730,19640202,    5,    0
  4970,132730,19640203,    4,    0
  4970,132730,19640204,    3,    0
  4970,132730,19640205,    2,    0
  4970,132730,19640206,   20,    0
  4970,132730,19640207,   16,    0
  4970,132730,19640208,   13,    0
  4970,132730,19640209,   60,    0
  4970,132730,19640210,   21,    0
  4970,132730,19640211,   28,    0
  4970,132730,19640212,   20,    0
  4970,132730,19640213,    0,    0
  4970,132730,19640214,    1,    0
  4970,132730,19640215,    0,    0
  4970,132730,19640216,   13,    0
  4970,132730,19640217,   90,    0
  4970,132730,19640218,    0,    0
  4970,132730,19640219,    0,    0
  4970,132730,19640220,    0,    0
  4970,132730,19640221,    0,    0
  4970,132730,19640222,    0,    0
  4970,132730,19640223,   14,    0
  4970,132730,19640224,    0,    0
  4970,132730,19640225,    0,    0
  4970,132730,19640226,    0,    0
  4970,132730,19640227,   48,    0
  4970,132730,19640228,    0,    0
  4970,132730,19640229,    0,    0
  4970,132730,19640301,    0,    0
  4970,132730,19640302,    0,    0
  4970,132730,19640303,    0,    0
  4970,132730,19640304,    0,    0
  4970,132730,19640305,    3,    0
  4970,132730,19640306,    2,    0
  4970,132730,19640307,    1,    0
  4970,132730,19640308,    0,    0
  4970,132730,19640309,    0,    0
  4970,132730,19640310,    0,    0
  4970,132730,19640311,    0,    0
  4970,132730,19640312,    2,    0
  4970,132730,19640313,   49,    0
  4970,132730,19640314,    3,    0
  4970,132730,19640315,   61,    0
  4970,132730,19640316,    0,    0
  4970,132730,19640317,    0,    0
  4970,132730,19640318,    0,    0
  4970,132730,19640319,   69,    0
  4970,132730,19640320,   12,    0
  4970,132730,19640321,   76,    0
  4970,132730,19640322,   11,    0
  4970,132730,19640323,   71,    0
  4970,132730,19640324,   51,    0
  4970,132730,19640325,    9,    0
  4970,132730,19640326,    5,    0
  4970,132730,19640327,   12,    0
  4970,132730,19640328,   12,    0
  4970,132730,19640329,   42,    0
  4970,132730,19640330,    8,    0
  4970,132730,19640331,    0,    0
  4970,132730,19640401,    0,    0
  4970,132730,19640402,   19,    0
  4970,132730,19640403,   54,    0
  4970,132730,19640404,    0,    0
  4970,132730,19640405,    5,    0
  4970,132730,19640406,    0,    0
  4970,132730,19640407,    3,    0
  4970,132730,19640408,    2,    0
  4970,132730,19640409,    0,    0
  4970,132730,19640410,    0,    0
  4970,132730,19640411,    0,    0
  4970,132730,19640412,   24,    0
  4970,132730,19640413,   16,    0
  4970,132730,19640414,    6,    0
  4970,132730,19640415,    0,    0
  4970,132730,19640416,    0,    0
  4970,132730,19640417,    0,    0
  4970,132730,19640418,    0,    0
  4970,132730,19640419,    4,    0
  4970,132730,19640420,    0,    0
  4970,132730,19640421,   18,    0
  4970,132730,19640422,  110,    0
  4970,132730,19640423,  101,    0
  4970,132730,19640424,   44,    0
  4970,132730,19640425,    0,    0
  4970,132730,19640426,    0,    0
  4970,132730,19640427,    0,    0
  4970,132730,19640428,   15,    0
  4970,132730,19640429,   15,    0
  4970,132730,19640430,   11,    0
  4970,132730,19640501,   14,    0
  4970,132730,19640502,    0,    0
  4970,132730,19640503,   28,    0
  4970,132730,19640504,    0,    0
  4970,132730,19640505,    0,    0
  4970,132730,19640506,    0,    0
  4970,132730,19640507,    0,    0
  4970,132730,19640508,    0,    0
  4970,132730,19640509,    0,    0
  4970,132730,19640510,    0,    0
  4970,132730,19640511,    0,    0
  4970,132730,19640512,    0,    0
  4970,132730,19640513,    3,    0
  4970,132730,19640514,   26,    0
  4970,132730,19640515,    0,    0
  4970,132730,19640516,    0,    0
  4970,132730,19640517,    0,    0
  4970,132730,19640518,    0,    0
  4970,132730,19640519,   92,    0
  4970,132730,19640520,    0,    0
  4970,132730,19640521,    0,    0
  4970,132730,19640522,    0,    0
  4970,132730,19640523,    0,    0
  4970,132730,19640524,    0,    0
  4970,132730,19640525,  181,    0
  4970,132730,19640526,    1,    0
  4970,132730,19640527,    7,    0
  4970,132730,19640528,   63,    0
  4970,132730,19640529,    4,    0
  4970,132730,19640530,    0,    0
  4970,132730,19640531,    0,    0
  4970,132730,19640601,   30,    0
  4970,132730,19640602,   16,    0
  4970,132730,19640603,    0,    0
  4970,132730,19640604,    0,    0
  4970,132730,19640605,    2,    0
  4970,132730,19640606,    0,    0
  4970,132730,19640607,   92,    0
  4970,132730,19640608,   25,    0
  4970,132730,19640609,    0,    0
  4970,132730,19640610,    0,    0
  4970,132730,19640611,    0,    0
  4970,132730,19640612,    0,    0
  4970,132730,19640613,  207,    0
  4970,132730,19640614,    0,    0
  4970,132730,19640615,    0,    0
  4970,132730,19640616,    0,    0
  4970,132730,19640617,    0,    0
  4970,132730,19640618,  130,    0
  4970,132730,19640619,    1,    0
  4970,132730,19640620,   18,    0
  4970,132730,19640621,    0,    0
  4970,132730,19640622,    3,    0
  4970,132730,19640623,    0,    0
  4970,132730,19640624,    0,    0
  4970,132730,19640625,    0,    0
  4970,132730,19640626,    0,    0
  4970,132730,19640627,    0,    0
  4970,132730,19640628,    0,    0
  4970,132730,19640629,  112,    0
  4970,132730,19640630,    0,    0
  4970,132730,19640701,    0,    0
  4970,132730,19640702,    0,    0
  4970,132730,19640703,    0,    0
  4970,132730,19640704,    2,    0
  4970,132730,19640705,    0,    0
  4970,132730,19640706,    0,    0
  4970,132730,19640707,    0,    0
  4970,132730,19640708,    4,    0
  4970,132730,19640709,   55,    0
  4970,132730,19640710,   49,    0
  4970,132730,19640711,   17,    0
  4970,132730,19640712,    4,    0
  4970,132730,19640713,    0,    0
  4970,132730,19640714,    0,    0
  4970,132730,19640715,    0,    0
  4970,132730,19640716,    0,    0
  4970,132730,19640717,    0,    0
  4970,132730,19640718,    4,    0
  4970,132730,19640719,    0,    0
  4970,132730,19640720,   35,    0
  4970,132730,19640721,   25,    0
  4970,132730,19640722,    0,    0
  4970,132730,19640723,    0,    0
  4970,132730,19640724,    0,    0
  4970,132730,19640725,    0,    0
  4970,132730,19640726,    0,    0
  4970,132730,19640727,   25,    0
  4970,132730,19640728,    0,    0
  4970,132730,19640729,    0,    0
  4970,132730,19640730,    0,    0
  4970,132730,19640731,    0,    0
  4970,132730,19640801,   14,    0
  4970,132730,19640802,    2,    0
  4970,132730,19640803,    0,    0
  4970,132730,19640804,    0,    0
  4970,132730,19640805,    0,    0
  4970,132730,19640806,    0,    0
  4970,132730,19640807,   44,    0
  4970,132730,19640808,   80,    0
  4970,132730,19640809,   35,    0
  4970,132730,19640810,    8,    0
  4970,132730,19640811,  228,    0
  4970,132730,19640812,   63,    0
  4970,132730,19640813,    6,    0
  4970,132730,19640814,    0,    0
  4970,132730,19640815,    2,    0
  4970,132730,19640816,    0,    0
  4970,132730,19640817,   66,    0
  4970,132730,19640818,  129,    0
  4970,132730,19640819,   23,    0
  4970,132730,19640820,    0,    0
  4970,132730,19640821,    0,    0
  4970,132730,19640822,    0,    0
  4970,132730,19640823,    0,    0
  4970,132730,19640824,    0,    0
  4970,132730,19640825,    0,    0
  4970,132730,19640826,    0,    0
  4970,132730,19640827,    0,    0
  4970,132730,19640828,   18,    0
  4970,132730,19640829,   25,    0
  4970,132730,19640830,    0,    0
  4970,132730,19640831,    0,    0
  4970,132730,19640901,    0,    0
  4970,132730,19640902,    0,    0
  4970,132730,19640903,    0,    0
  4970,132730,19640904,    0,    0
  4970,132730,19640905,    3,    0
  4970,132730,19640906,   69,    0
  4970,132730,19640907,    4,    0
  4970,132730,19640908,   24,    0
  4970,132730,19640909,    0,    0
  4970,132730,19640910,    0,    0
  4970,132730,19640911,    0,    0
  4970,132730,19640912,    0,    0
  4970,132730,19640913,    0,    0
  4970,132730,19640914,   28,    0
  4970,132730,19640915,  293,    0
  4970,132730,19640916,  181,    0
  4970,132730,19640917,   76,    0
  4970,132730,19640918,   30,    0
  4970,132730,19640919,   11,    0
  4970,132730,19640920,   19,    0
  4970,132730,19640921,    8,    0
  4970,132730,19640922,    0,    0
  4970,132730,19640923,    0,    0
  4970,132730,19640924,    0,    0
  4970,132730,19640925,    0,    0
  4970,132730,19640926,   36,    0
  4970,132730,19640927,    0,    0
  4970,132730,19640928,    0,    0
  4970,132730,19640929,    0,    0
  4970,132730,19640930,    0,    0
  4970,132730,19641001,    0,    0
  4970,132730,19641002,    0,    0
  4970,132730,19641003,    0,    0
  4970,132730,19641004,    0,    0
  4970,132730,19641005,    0,    0
  4970,132730,19641006,    1,    0
  4970,132730,19641007,  154,    0
  4970,132730,19641008,   26,    0
  4970,132730,19641009,  120,    0
  4970,132730,19641010,   22,    0
  4970,132730,19641011,  131,    0
  4970,132730,19641012,   68,    0
  4970,132730,19641013,    0,    0
  4970,132730,19641014,   57,    0
  4970,132730,19641015,  129,    0
  4970,132730,19641016,   48,    0
  4970,132730,19641017,    2,    0
  4970,132730,19641018,   31,    0
  4970,132730,19641019,    0,    0
  4970,132730,19641020,    0,    0
  4970,132730,19641021,    0,    0
  4970,132730,19641022,   26,    0
  4970,132730,19641023,  101,    0
  4970,132730,19641024,    8,    0
  4970,132730,19641025,    0,    0
  4970,132730,19641026,    0,    0
  4970,132730,19641027,    0,    0
  4970,132730,19641028,    0,    0
  4970,132730,19641029,    3,    0
  4970,132730,19641030,    8,    0
  4970,132730,19641031,    0,    0
  4970,132730,19641101,    7,    0
  4970,132730,19641102,  118,    0
  4970,132730,19641103,   10,    0
  4970,132730,19641104,    0,    0
  4970,132730,19641105,    0,    0
  4970,132730,19641106,    0,    0
  4970,132730,19641107,    0,    0
  4970,132730,19641108,    0,    0
  4970,132730,19641109,    0,    0
  4970,132730,19641110,    0,    0
  4970,132730,19641111,    0,    0
  4970,132730,19641112,   15,    0
  4970,132730,19641113,   54,    0
  4970,132730,19641114,  255,    0
  4970,132730,19641115,   97,    0
  4970,132730,19641116,  195,    0
  4970,132730,19641117,   49,    0
  4970,132730,19641118,    7,    0
  4970,132730,19641119,    9,    0
  4970,132730,19641120,    0,    0
  4970,132730,19641121,    4,    0
  4970,132730,19641122,    0,    0
  4970,132730,19641123,    2,    0
  4970,132730,19641124,    6,    0
  4970,132730,19641125,    3,    0
  4970,132730,19641126,    0,    0
  4970,132730,19641127,   67,    0
  4970,132730,19641128,    0,    0
  4970,132730,19641129,    0,    0
  4970,132730,19641130,    0,    0
  4970,132730,19641201,    0,    0
  4970,132730,19641202,    0,    0
  4970,132730,19641203,   53,    0
  4970,132730,19641204,   49,    0
  4970,132730,19641205,   17,    0
  4970,132730,19641206,   45,    0
  4970,132730,19641207,    7,    0
  4970,132730,19641208,    7,    0
  4970,132730,19641209,    0,    0
  4970,132730,19641210,    0,    0
  4970,132730,19641211,    0,    0
  4970,132730,19641212,    4,    0
  4970,132730,19641213,  120,    0
  4970,132730,19641214,   17,    0
  4970,132730,19641215,    2,    0
  4970,132730,19641216,   19,    0
  4970,132730,19641217,    0,    0
  4970,132730,19641218,    3,    0
  4970,132730,19641219,    2,    0
  4970,132730,19641220,    0,    0
  4970,132730,19641221,    0,    0
  4970,132730,19641222,    0,    0
  4970,132730,19641223,    0,    0
  4970,132730,19641224,    0,    0
  4970,132730,19641225,   89,    0
  4970,132730,19641226,    0,    0
  4970,132730,19641227,    0,    0
  4970,132730,19641228,   11,    0
  4970,132730,19641229,    8,    0
  4970,132730,19641230,   30,    0
  4970,132730,19641231,  147,    0
  4970,132730,19650101,   21,    0
  4970,132730,19650102,   16,    0
  4970,132730,19650103,   38,    0
  4970,132730,19650104,    4,    0
  4970,132730,19650105,    0,    0
  4970,132730,19650106,    7,    0
  4970,132730,19650107,  122,    0
  4970,132730,19650108,   86,    0
  4970,132730,19650109,  142,    0
  4970,132730,19650110,   83,    0
  4970,132730,19650111,    0,    0
  4970,132730,19650112,    3,    0
  4970,132730,19650113,    9,    0
  4970,132730,19650114,   12,    0
  4970,132730,19650115,   35,    0
  4970,132730,19650116,   74,    0
  4970,132730,19650117,  106,    0
  4970,132730,19650118,    9,    0
  4970,132730,19650119,    0,    0
  4970,132730,19650120,    0,    0
  4970,132730,19650121,    3,    0
  4970,132730,19650122,   13,    0
  4970,132730,19650123,   10,    0
  4970,132730,19650124,   26,    0
  4970,132730,19650125,   49,    0
  4970,132730,19650126,   35,    0
  4970,132730,19650127,    3,    0
  4970,132730,19650128,    1,    0
  4970,132730,19650129,   71,    0
  4970,132730,19650130,  212,    0
  4970,132730,19650131,  124,    0
  4970,132730,19650201,    3,    0
  4970,132730,19650202,    0,    0
  4970,132730,19650203,   14,    0
  4970,132730,19650204,    0,    0
  4970,132730,19650205,   14,    0
  4970,132730,19650206,    4,    0
  4970,132730,19650207,    0,    0
  4970,132730,19650208,   12,    0
  4970,132730,19650209,    1,    0
  4970,132730,19650210,   10,    0
  4970,132730,19650211,    1,    0
  4970,132730,19650212,   41,    0
  4970,132730,19650213,   51,    0
  4970,132730,19650214,   25,    0
  4970,132730,19650215,   18,    0
  4970,132730,19650216,    8,    0
  4970,132730,19650217,   24,    0
  4970,132730,19650218,    5,    0
  4970,132730,19650219,    0,    0
  4970,132730,19650220,    6,    0
  4970,132730,19650221,    0,    0
  4970,132730,19650222,    0,    0
  4970,132730,19650223,    0,    0
  4970,132730,19650224,    0,    0
  4970,132730,19650225,    5,    0
  4970,132730,19650226,   26,    0
  4970,132730,19650227,    7,    0
  4970,132730,19650228,   11,    0
  4970,132730,19650301,   76,    0
  4970,132730,19650302,   41,    0
  4970,132730,19650303,    3,    0
  4970,132730,19650304,    0,    0
  4970,132730,19650305,   10,    0
  4970,132730,19650306,    0,    0
  4970,132730,19650307,    2,    0
  4970,132730,19650308,    8,    0
  4970,132730,19650309,    0,    0
  4970,132730,19650310,    0,    0
  4970,132730,19650311,    0,    0
  4970,132730,19650312,    0,    0
  4970,132730,19650313,    0,    0
  4970,132730,19650314,    4,    0
  4970,132730,19650315,   47,    0
  4970,132730,19650316,   39,    0
  4970,132730,19650317,   10,    0
  4970,132730,19650318,  174,    0
  4970,132730,19650319,   20,    0
  4970,132730,19650320,  144,    0
  4970,132730,19650321,   42,    0
  4970,132730,19650322,    2,    0
  4970,132730,19650323,   79,    0
  4970,132730,19650324,  127,    0
  4970,132730,19650325,  132,    0
  4970,132730,19650326,   66,    0
  4970,132730,19650327,    7,    0
  4970,132730,19650328,    0,    0
  4970,132730,19650329,    0,    0
  4970,132730,19650330,    0,    0
  4970,132730,19650331,    0,    0
  4970,132730,19650401,    0,    0
  4970,132730,19650402,    0,    0
  4970,132730,19650403,    0,    0
  4970,132730,19650404,    0,    0
  4970,132730,19650405,   28,    0
  4970,132730,19650406,    0,    0
  4970,132730,19650407,   38,    0
  4970,132730,19650408,    8,    0
  4970,132730,19650409,    0,    0
  4970,132730,19650410,   48,    0
  4970,132730,19650411,   25,    0
  4970,132730,19650412,   72,    0
  4970,132730,19650413,   36,    0
  4970,132730,19650414,    0,    0
  4970,132730,19650415,   77,    0
  4970,132730,19650416,   23,    0
  4970,132730,19650417,   67,    0
  4970,132730,19650418,   26,    0
  4970,132730,19650419,  156,    0
