EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on: 21-12-2020
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE = -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 CC   : Cloud cover in oktas
30-34 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the non-blended series (SOUID: 132727) of station Deuselbach, GERMANY (STAID:   4970)

 STAID,    SOUID,    DATE,   CC, Q_CC
  4970,132727,19621011,    0,    0
  4970,132727,19621012,    2,    0
  4970,132727,19621013,    3,    0
  4970,132727,19621014,    7,    0
  4970,132727,19621015,    5,    0
  4970,132727,19621016,    1,    0
  4970,132727,19621017,    4,    0
  4970,132727,19621018,    1,    0
  4970,132727,19621019,    7,    0
  4970,132727,19621020,    8,    0
  4970,132727,19621021,    1,    0
  4970,132727,19621022,    0,    0
  4970,132727,19621023,    5,    0
  4970,132727,19621024,    7,    0
  4970,132727,19621025,    8,    0
  4970,132727,19621026,    7,    0
  4970,132727,19621027,    6,    0
  4970,132727,19621028,    7,    0
  4970,132727,19621029,    8,    0
  4970,132727,19621030,    7,    0
  4970,132727,19621031,    6,    0
  4970,132727,19621101,    6,    0
  4970,132727,19621102,    5,    0
  4970,132727,19621103,    7,    0
  4970,132727,19621104,    3,    0
  4970,132727,19621105,    6,    0
  4970,132727,19621106,    7,    0
  4970,132727,19621107,    5,    0
  4970,132727,19621108,    8,    0
  4970,132727,19621109,    8,    0
  4970,132727,19621110,    8,    0
  4970,132727,19621111,    8,    0
  4970,132727,19621112,    8,    0
  4970,132727,19621113,    7,    0
  4970,132727,19621114,    4,    0
  4970,132727,19621115,    8,    0
  4970,132727,19621116,    7,    0
  4970,132727,19621117,    7,    0
  4970,132727,19621118,    6,    0
  4970,132727,19621119,    6,    0
  4970,132727,19621120,    5,    0
  4970,132727,19621121,    8,    0
  4970,132727,19621122,    6,    0
  4970,132727,19621123,    5,    0
  4970,132727,19621124,    8,    0
  4970,132727,19621125,    6,    0
  4970,132727,19621126,    8,    0
  4970,132727,19621127,    8,    0
  4970,132727,19621128,    8,    0
  4970,132727,19621129,    8,    0
  4970,132727,19621130,    8,    0
  4970,132727,19621201,    2,    0
  4970,132727,19621202,    0,    0
  4970,132727,19621203,    0,    0
  4970,132727,19621204,    0,    0
  4970,132727,19621205,    1,    0
  4970,132727,19621206,    1,    0
  4970,132727,19621207,    0,    0
  4970,132727,19621208,    4,    0
  4970,132727,19621209,    8,    0
  4970,132727,19621210,    8,    0
  4970,132727,19621211,    8,    0
  4970,132727,19621212,    7,    0
  4970,132727,19621213,    6,    0
  4970,132727,19621214,    7,    0
  4970,132727,19621215,    8,    0
  4970,132727,19621216,    8,    0
  4970,132727,19621217,    7,    0
  4970,132727,19621218,    8,    0
  4970,132727,19621219,    8,    0
  4970,132727,19621220,    7,    0
  4970,132727,19621221,    8,    0
  4970,132727,19621222,    7,    0
  4970,132727,19621223,    0,    0
  4970,132727,19621224,    3,    0
  4970,132727,19621225,    8,    0
  4970,132727,19621226,    8,    0
  4970,132727,19621227,    5,    0
  4970,132727,19621228,    1,    0
  4970,132727,19621229,    8,    0
  4970,132727,19621230,    8,    0
  4970,132727,19621231,    8,    0
  4970,132727,19630101,    8,    0
  4970,132727,19630102,    8,    0
  4970,132727,19630103,    8,    0
  4970,132727,19630104,    8,    0
  4970,132727,19630105,    8,    0
  4970,132727,19630106,    7,    0
  4970,132727,19630107,    8,    0
  4970,132727,19630108,    8,    0
  4970,132727,19630109,    7,    0
  4970,132727,19630110,    3,    0
  4970,132727,19630111,    3,    0
  4970,132727,19630112,    3,    0
  4970,132727,19630113,    0,    0
  4970,132727,19630114,    5,    0
  4970,132727,19630115,    6,    0
  4970,132727,19630116,    8,    0
  4970,132727,19630117,    1,    0
  4970,132727,19630118,    0,    0
  4970,132727,19630119,    5,    0
  4970,132727,19630120,    4,    0
  4970,132727,19630121,    0,    0
  4970,132727,19630122,    3,    0
  4970,132727,19630123,    8,    0
  4970,132727,19630124,    3,    0
  4970,132727,19630125,    1,    0
  4970,132727,19630126,    7,    0
  4970,132727,19630127,    8,    0
  4970,132727,19630128,    8,    0
  4970,132727,19630129,    7,    0
  4970,132727,19630130,    8,    0
  4970,132727,19630131,    4,    0
  4970,132727,19630201,    5,    0
  4970,132727,19630202,    7,    0
  4970,132727,19630203,    6,    0
  4970,132727,19630204,    6,    0
  4970,132727,19630205,    1,    0
  4970,132727,19630206,    1,    0
  4970,132727,19630207,    7,    0
  4970,132727,19630208,    8,    0
  4970,132727,19630209,    8,    0
  4970,132727,19630210,    5,    0
  4970,132727,19630211,    8,    0
  4970,132727,19630212,    8,    0
  4970,132727,19630213,    8,    0
  4970,132727,19630214,    6,    0
  4970,132727,19630215,    7,    0
  4970,132727,19630216,    8,    0
  4970,132727,19630217,    8,    0
  4970,132727,19630218,    8,    0
  4970,132727,19630219,    8,    0
  4970,132727,19630220,    8,    0
  4970,132727,19630221,    8,    0
  4970,132727,19630222,    3,    0
  4970,132727,19630223,    3,    0
  4970,132727,19630224,    0,    0
  4970,132727,19630225,    0,    0
  4970,132727,19630226,    0,    0
  4970,132727,19630227,    2,    0
  4970,132727,19630228,    0,    0
  4970,132727,19630301,    0,    0
  4970,132727,19630302,    0,    0
  4970,132727,19630303,    0,    0
  4970,132727,19630304,    1,    0
  4970,132727,19630305,    4,    0
  4970,132727,19630306,    8,    0
  4970,132727,19630307,    5,    0
  4970,132727,19630308,    6,    0
  4970,132727,19630309,    7,    0
  4970,132727,19630310,    8,    0
  4970,132727,19630311,    7,    0
  4970,132727,19630312,    8,    0
  4970,132727,19630313,    5,    0
  4970,132727,19630314,    7,    0
  4970,132727,19630315,    7,    0
  4970,132727,19630316,    8,    0
  4970,132727,19630317,    4,    0
  4970,132727,19630318,    7,    0
  4970,132727,19630319,    8,    0
  4970,132727,19630320,    8,    0
  4970,132727,19630321,    8,    0
  4970,132727,19630322,    5,    0
  4970,132727,19630323,    3,    0
  4970,132727,19630324,    3,    0
  4970,132727,19630325,    6,    0
  4970,132727,19630326,    8,    0
  4970,132727,19630327,    8,    0
  4970,132727,19630328,    8,    0
  4970,132727,19630329,    8,    0
  4970,132727,19630330,    8,    0
  4970,132727,19630331,    8,    0
  4970,132727,19630401,    8,    0
  4970,132727,19630402,    5,    0
  4970,132727,19630403,    0,    0
  4970,132727,19630404,    7,    0
  4970,132727,19630405,    5,    0
  4970,132727,19630406,    5,    0
  4970,132727,19630407,    7,    0
  4970,132727,19630408,    1,    0
  4970,132727,19630409,    8,    0
  4970,132727,19630410,    8,    0
  4970,132727,19630411,    4,    0
  4970,132727,19630412,    8,    0
  4970,132727,19630413,    4,    0
  4970,132727,19630414,    2,    0
  4970,132727,19630415,    8,    0
  4970,132727,19630416,    8,    0
  4970,132727,19630417,    6,    0
  4970,132727,19630418,    4,    0
  4970,132727,19630419,    3,    0
  4970,132727,19630420,    2,    0
  4970,132727,19630421,    7,    0
  4970,132727,19630422,    3,    0
  4970,132727,19630423,    6,    0
  4970,132727,19630424,    6,    0
  4970,132727,19630425,    8,    0
  4970,132727,19630426,    8,    0
  4970,132727,19630427,    1,    0
  4970,132727,19630428,    8,    0
  4970,132727,19630429,    8,    0
  4970,132727,19630430,    7,    0
  4970,132727,19630501,    7,    0
  4970,132727,19630502,    8,    0
  4970,132727,19630503,    6,    0
  4970,132727,19630504,    4,    0
  4970,132727,19630505,    7,    0
  4970,132727,19630506,    5,    0
  4970,132727,19630507,    1,    0
  4970,132727,19630508,    2,    0
  4970,132727,19630509,    8,    0
  4970,132727,19630510,    6,    0
  4970,132727,19630511,    6,    0
  4970,132727,19630512,    4,    0
  4970,132727,19630513,    7,    0
  4970,132727,19630514,    7,    0
  4970,132727,19630515,    7,    0
  4970,132727,19630516,    8,    0
  4970,132727,19630517,    7,    0
  4970,132727,19630518,    7,    0
  4970,132727,19630519,    7,    0
  4970,132727,19630520,    4,    0
  4970,132727,19630521,    6,    0
  4970,132727,19630522,    6,    0
  4970,132727,19630523,    8,    0
  4970,132727,19630524,    6,    0
  4970,132727,19630525,    5,    0
  4970,132727,19630526,    5,    0
  4970,132727,19630527,    2,    0
  4970,132727,19630528,    6,    0
  4970,132727,19630529,    7,    0
  4970,132727,19630530,    1,    0
  4970,132727,19630531,    1,    0
  4970,132727,19630601,    2,    0
  4970,132727,19630602,    1,    0
  4970,132727,19630603,    4,    0
  4970,132727,19630604,    6,    0
  4970,132727,19630605,    7,    0
  4970,132727,19630606,    4,    0
  4970,132727,19630607,    8,    0
  4970,132727,19630608,    6,    0
  4970,132727,19630609,    5,    0
  4970,132727,19630610,    4,    0
  4970,132727,19630611,    6,    0
  4970,132727,19630612,    2,    0
  4970,132727,19630613,    6,    0
  4970,132727,19630614,    7,    0
  4970,132727,19630615,    8,    0
  4970,132727,19630616,    7,    0
  4970,132727,19630617,    8,    0
  4970,132727,19630618,    6,    0
  4970,132727,19630619,    8,    0
  4970,132727,19630620,    8,    0
  4970,132727,19630621,    7,    0
  4970,132727,19630622,    6,    0
  4970,132727,19630623,    5,    0
  4970,132727,19630624,    6,    0
  4970,132727,19630625,    7,    0
  4970,132727,19630626,    7,    0
  4970,132727,19630627,    6,    0
  4970,132727,19630628,    7,    0
  4970,132727,19630629,    4,    0
  4970,132727,19630630,    6,    0
  4970,132727,19630701,    5,    0
  4970,132727,19630702,    2,    0
  4970,132727,19630703,    4,    0
  4970,132727,19630704,    6,    0
  4970,132727,19630705,    6,    0
  4970,132727,19630706,    5,    0
  4970,132727,19630707,    5,    0
  4970,132727,19630708,    4,    0
  4970,132727,19630709,    3,    0
  4970,132727,19630710,    6,    0
  4970,132727,19630711,    7,    0
  4970,132727,19630712,    7,    0
  4970,132727,19630713,    7,    0
  4970,132727,19630714,    3,    0
  4970,132727,19630715,    3,    0
  4970,132727,19630716,    3,    0
  4970,132727,19630717,    4,    0
  4970,132727,19630718,    3,    0
  4970,132727,19630719,    3,    0
  4970,132727,19630720,    4,    0
  4970,132727,19630721,    1,    0
  4970,132727,19630722,    5,    0
  4970,132727,19630723,    1,    0
  4970,132727,19630724,    5,    0
  4970,132727,19630725,    8,    0
  4970,132727,19630726,    2,    0
  4970,132727,19630727,    3,    0
  4970,132727,19630728,    3,    0
  4970,132727,19630729,    0,    0
  4970,132727,19630730,    1,    0
  4970,132727,19630731,    2,    0
  4970,132727,19630801,    2,    0
  4970,132727,19630802,    4,    0
  4970,132727,19630803,    5,    0
  4970,132727,19630804,    7,    0
  4970,132727,19630805,    4,    0
  4970,132727,19630806,    6,    0
  4970,132727,19630807,    8,    0
  4970,132727,19630808,    8,    0
  4970,132727,19630809,    7,    0
  4970,132727,19630810,    7,    0
  4970,132727,19630811,    7,    0
  4970,132727,19630812,    4,    0
  4970,132727,19630813,    7,    0
  4970,132727,19630814,    7,    0
  4970,132727,19630815,    7,    0
  4970,132727,19630816,    6,    0
  4970,132727,19630817,    8,    0
  4970,132727,19630818,    8,    0
  4970,132727,19630819,    8,    0
  4970,132727,19630820,    7,    0
  4970,132727,19630821,    8,    0
  4970,132727,19630822,    7,    0
  4970,132727,19630823,    8,    0
  4970,132727,19630824,    7,    0
  4970,132727,19630825,    6,    0
  4970,132727,19630826,    3,    0
  4970,132727,19630827,    8,    0
  4970,132727,19630828,    5,    0
  4970,132727,19630829,    2,    0
  4970,132727,19630830,    4,    0
  4970,132727,19630831,    8,    0
  4970,132727,19630901,    5,    0
  4970,132727,19630902,    4,    0
  4970,132727,19630903,    4,    0
  4970,132727,19630904,    6,    0
  4970,132727,19630905,    7,    0
  4970,132727,19630906,    7,    0
  4970,132727,19630907,    8,    0
  4970,132727,19630908,    4,    0
  4970,132727,19630909,    7,    0
  4970,132727,19630910,    5,    0
  4970,132727,19630911,    5,    0
  4970,132727,19630912,    8,    0
  4970,132727,19630913,    3,    0
  4970,132727,19630914,    0,    0
  4970,132727,19630915,    0,    0
  4970,132727,19630916,    1,    0
  4970,132727,19630917,    3,    0
  4970,132727,19630918,    1,    0
  4970,132727,19630919,    5,    0
  4970,132727,19630920,    8,    0
  4970,132727,19630921,    8,    0
  4970,132727,19630922,    3,    0
  4970,132727,19630923,    1,    0
  4970,132727,19630924,    7,    0
  4970,132727,19630925,    5,    0
  4970,132727,19630926,    8,    0
  4970,132727,19630927,    4,    0
  4970,132727,19630928,    7,    0
  4970,132727,19630929,    7,    0
  4970,132727,19630930,    8,    0
  4970,132727,19631001,    8,    0
  4970,132727,19631002,    7,    0
  4970,132727,19631003,    5,    0
  4970,132727,19631004,    8,    0
  4970,132727,19631005,    7,    0
  4970,132727,19631006,    7,    0
  4970,132727,19631007,    6,    0
  4970,132727,19631008,    1,    0
  4970,132727,19631009,    5,    0
  4970,132727,19631010,    7,    0
  4970,132727,19631011,    7,    0
  4970,132727,19631012,    3,    0
  4970,132727,19631013,    5,    0
  4970,132727,19631014,    4,    0
  4970,132727,19631015,    2,    0
  4970,132727,19631016,    4,    0
  4970,132727,19631017,    7,    0
  4970,132727,19631018,    7,    0
  4970,132727,19631019,    4,    0
  4970,132727,19631020,    4,    0
  4970,132727,19631021,    3,    0
  4970,132727,19631022,    6,    0
  4970,132727,19631023,    5,    0
  4970,132727,19631024,    5,    0
  4970,132727,19631025,    0,    0
  4970,132727,19631026,    3,    0
  4970,132727,19631027,    1,    0
  4970,132727,19631028,    2,    0
  4970,132727,19631029,    3,    0
  4970,132727,19631030,    3,    0
  4970,132727,19631031,    7,    0
  4970,132727,19631101,    4,    0
  4970,132727,19631102,    6,    0
  4970,132727,19631103,    7,    0
  4970,132727,19631104,    6,    0
  4970,132727,19631105,    3,    0
  4970,132727,19631106,    7,    0
  4970,132727,19631107,    6,    0
  4970,132727,19631108,    8,    0
  4970,132727,19631109,    5,    0
  4970,132727,19631110,    8,    0
  4970,132727,19631111,    5,    0
  4970,132727,19631112,    5,    0
  4970,132727,19631113,    8,    0
  4970,132727,19631114,    3,    0
  4970,132727,19631115,    8,    0
  4970,132727,19631116,    8,    0
  4970,132727,19631117,    8,    0
  4970,132727,19631118,    7,    0
  4970,132727,19631119,    8,    0
  4970,132727,19631120,    6,    0
  4970,132727,19631121,    5,    0
  4970,132727,19631122,    6,    0
  4970,132727,19631123,    5,    0
  4970,132727,19631124,    6,    0
  4970,132727,19631125,    7,    0
  4970,132727,19631126,    6,    0
  4970,132727,19631127,    5,    0
  4970,132727,19631128,    8,    0
  4970,132727,19631129,    8,    0
  4970,132727,19631130,    1,    0
  4970,132727,19631201,    6,    0
  4970,132727,19631202,    7,    0
  4970,132727,19631203,    5,    0
  4970,132727,19631204,    7,    0
  4970,132727,19631205,    8,    0
  4970,132727,19631206,    2,    0
  4970,132727,19631207,    0,    0
  4970,132727,19631208,    0,    0
  4970,132727,19631209,    1,    0
  4970,132727,19631210,    8,    0
  4970,132727,19631211,    3,    0
  4970,132727,19631212,    5,    0
  4970,132727,19631213,    6,    0
  4970,132727,19631214,    4,    0
  4970,132727,19631215,    6,    0
  4970,132727,19631216,    8,    0
  4970,132727,19631217,    8,    0
  4970,132727,19631218,    2,    0
  4970,132727,19631219,    8,    0
  4970,132727,19631220,    4,    0
  4970,132727,19631221,    1,    0
  4970,132727,19631222,    2,    0
  4970,132727,19631223,    2,    0
  4970,132727,19631224,    3,    0
  4970,132727,19631225,    3,    0
  4970,132727,19631226,    8,    0
  4970,132727,19631227,    7,    0
  4970,132727,19631228,    5,    0
  4970,132727,19631229,    5,    0
  4970,132727,19631230,    8,    0
  4970,132727,19631231,    8,    0
  4970,132727,19640101,    8,    0
  4970,132727,19640102,    2,    0
  4970,132727,19640103,    3,    0
  4970,132727,19640104,    0,    0
  4970,132727,19640105,    5,    0
  4970,132727,19640106,    7,    0
  4970,132727,19640107,    6,    0
  4970,132727,19640108,    6,    0
  4970,132727,19640109,    8,    0
  4970,132727,19640110,    8,    0
  4970,132727,19640111,    8,    0
  4970,132727,19640112,    7,    0
  4970,132727,19640113,    8,    0
  4970,132727,19640114,    8,    0
  4970,132727,19640115,    3,    0
  4970,132727,19640116,    0,    0
  4970,132727,19640117,    0,    0
  4970,132727,19640118,    0,    0
  4970,132727,19640119,    6,    0
  4970,132727,19640120,    3,    0
  4970,132727,19640121,    0,    0
  4970,132727,19640122,    8,    0
  4970,132727,19640123,    8,    0
  4970,132727,19640124,    8,    0
  4970,132727,19640125,    8,    0
  4970,132727,19640126,    8,    0
  4970,132727,19640127,    8,    0
  4970,132727,19640128,    8,    0
  4970,132727,19640129,    8,    0
  4970,132727,19640130,    8,    0
  4970,132727,19640131,    8,    0
  4970,132727,19640201,    8,    0
  4970,132727,19640202,    8,    0
  4970,132727,19640203,    8,    0
  4970,132727,19640204,    4,    0
  4970,132727,19640205,    5,    0
  4970,132727,19640206,    4,    0
  4970,132727,19640207,    8,    0
  4970,132727,19640208,    8,    0
  4970,132727,19640209,    8,    0
  4970,132727,19640210,    8,    0
  4970,132727,19640211,    8,    0
  4970,132727,19640212,    8,    0
  4970,132727,19640213,    5,    0
  4970,132727,19640214,    5,    0
  4970,132727,19640215,    7,    0
  4970,132727,19640216,    7,    0
  4970,132727,19640217,    8,    0
  4970,132727,19640218,    5,    0
  4970,132727,19640219,    8,    0
  4970,132727,19640220,    3,    0
  4970,132727,19640221,    0,    0
  4970,132727,19640222,    4,    0
  4970,132727,19640223,    7,    0
  4970,132727,19640224,    7,    0
  4970,132727,19640225,    4,    0
  4970,132727,19640226,    5,    0
  4970,132727,19640227,    8,    0
  4970,132727,19640228,    5,    0
  4970,132727,19640229,    8,    0
  4970,132727,19640301,    8,    0
  4970,132727,19640302,    5,    0
  4970,132727,19640303,    1,    0
  4970,132727,19640304,    8,    0
  4970,132727,19640305,    8,    0
  4970,132727,19640306,    8,    0
  4970,132727,19640307,    5,    0
  4970,132727,19640308,    1,    0
  4970,132727,19640309,    0,    0
  4970,132727,19640310,    2,    0
  4970,132727,19640311,    0,    0
  4970,132727,19640312,    6,    0
  4970,132727,19640313,    8,    0
  4970,132727,19640314,    8,    0
  4970,132727,19640315,    8,    0
  4970,132727,19640316,    5,    0
  4970,132727,19640317,    0,    0
  4970,132727,19640318,    5,    0
  4970,132727,19640319,    8,    0
  4970,132727,19640320,    7,    0
  4970,132727,19640321,    7,    0
  4970,132727,19640322,    8,    0
  4970,132727,19640323,    6,    0
  4970,132727,19640324,    7,    0
  4970,132727,19640325,    8,    0
  4970,132727,19640326,    8,    0
  4970,132727,19640327,    8,    0
  4970,132727,19640328,    8,    0
  4970,132727,19640329,    8,    0
  4970,132727,19640330,    8,    0
  4970,132727,19640331,    8,    0
  4970,132727,19640401,    7,    0
  4970,132727,19640402,    8,    0
  4970,132727,19640403,    5,    0
  4970,132727,19640404,    8,    0
  4970,132727,19640405,    8,    0
  4970,132727,19640406,    4,    0
  4970,132727,19640407,    5,    0
  4970,132727,19640408,    6,    0
  4970,132727,19640409,    3,    0
  4970,132727,19640410,    3,    0
  4970,132727,19640411,    2,    0
  4970,132727,19640412,    7,    0
  4970,132727,19640413,    7,    0
  4970,132727,19640414,    6,    0
  4970,132727,19640415,    5,    0
  4970,132727,19640416,    4,    0
  4970,132727,19640417,    6,    0
  4970,132727,19640418,    6,    0
  4970,132727,19640419,    7,    0
  4970,132727,19640420,    5,    0
  4970,132727,19640421,    3,    0
  4970,132727,19640422,    7,    0
  4970,132727,19640423,    7,    0
  4970,132727,19640424,    8,    0
  4970,132727,19640425,    6,    0
  4970,132727,19640426,    2,    0
  4970,132727,19640427,    1,    0
  4970,132727,19640428,    8,    0
  4970,132727,19640429,    7,    0
  4970,132727,19640430,    7,    0
  4970,132727,19640501,    7,    0
  4970,132727,19640502,    8,    0
  4970,132727,19640503,    8,    0
  4970,132727,19640504,    7,    0
  4970,132727,19640505,    4,    0
  4970,132727,19640506,    6,    0
  4970,132727,19640507,    7,    0
  4970,132727,19640508,    7,    0
  4970,132727,19640509,    1,    0
  4970,132727,19640510,    5,    0
  4970,132727,19640511,    4,    0
  4970,132727,19640512,    1,    0
  4970,132727,19640513,    7,    0
  4970,132727,19640514,    6,    0
  4970,132727,19640515,    2,    0
  4970,132727,19640516,    1,    0
  4970,132727,19640517,    3,    0
  4970,132727,19640518,    7,    0
  4970,132727,19640519,    7,    0
  4970,132727,19640520,    6,    0
  4970,132727,19640521,    3,    0
  4970,132727,19640522,    3,    0
  4970,132727,19640523,    4,    0
  4970,132727,19640524,    5,    0
  4970,132727,19640525,    7,    0
  4970,132727,19640526,    5,    0
  4970,132727,19640527,    5,    0
  4970,132727,19640528,    6,    0
  4970,132727,19640529,    4,    0
  4970,132727,19640530,    3,    0
  4970,132727,19640531,    4,    0
  4970,132727,19640601,    5,    0
  4970,132727,19640602,    6,    0
  4970,132727,19640603,    5,    0
  4970,132727,19640604,    4,    0
  4970,132727,19640605,    6,    0
  4970,132727,19640606,    4,    0
  4970,132727,19640607,    6,    0
  4970,132727,19640608,    4,    0
  4970,132727,19640609,    2,    0
  4970,132727,19640610,    1,    0
  4970,132727,19640611,    5,    0
  4970,132727,19640612,    4,    0
  4970,132727,19640613,    2,    0
  4970,132727,19640614,    5,    0
  4970,132727,19640615,    8,    0
  4970,132727,19640616,    5,    0
  4970,132727,19640617,    2,    0
  4970,132727,19640618,    3,    0
  4970,132727,19640619,    8,    0
  4970,132727,19640620,    4,    0
  4970,132727,19640621,    3,    0
  4970,132727,19640622,    4,    0
  4970,132727,19640623,    7,    0
  4970,132727,19640624,    2,    0
  4970,132727,19640625,    2,    0
  4970,132727,19640626,    5,    0
  4970,132727,19640627,    1,    0
  4970,132727,19640628,    3,    0
  4970,132727,19640629,    6,    0
  4970,132727,19640630,    4,    0
  4970,132727,19640701,    7,    0
  4970,132727,19640702,    4,    0
  4970,132727,19640703,    3,    0
  4970,132727,19640704,    5,    0
  4970,132727,19640705,    2,    0
  4970,132727,19640706,    3,    0
  4970,132727,19640707,    3,    0
  4970,132727,19640708,    6,    0
  4970,132727,19640709,    7,    0
  4970,132727,19640710,    4,    0
  4970,132727,19640711,    8,    0
  4970,132727,19640712,    7,    0
  4970,132727,19640713,    5,    0
  4970,132727,19640714,    2,    0
  4970,132727,19640715,    4,    0
  4970,132727,19640716,    5,    0
  4970,132727,19640717,    1,    0
  4970,132727,19640718,    3,    0
  4970,132727,19640719,    5,    0
  4970,132727,19640720,    1,    0
  4970,132727,19640721,    7,    0
  4970,132727,19640722,    4,    0
  4970,132727,19640723,    3,    0
  4970,132727,19640724,    2,    0
  4970,132727,19640725,    1,    0
  4970,132727,19640726,    1,    0
  4970,132727,19640727,    5,    0
  4970,132727,19640728,    4,    0
  4970,132727,19640729,    4,    0
  4970,132727,19640730,    1,    0
  4970,132727,19640731,    3,    0
  4970,132727,19640801,    8,    0
  4970,132727,19640802,    6,    0
  4970,132727,19640803,    6,    0
  4970,132727,19640804,    6,    0
  4970,132727,19640805,    4,    0
  4970,132727,19640806,    1,    0
  4970,132727,19640807,    5,    0
  4970,132727,19640808,    6,    0
  4970,132727,19640809,    6,    0
  4970,132727,19640810,    7,    0
  4970,132727,19640811,    8,    0
  4970,132727,19640812,    8,    0
  4970,132727,19640813,    7,    0
  4970,132727,19640814,    5,    0
  4970,132727,19640815,    6,    0
  4970,132727,19640816,    2,    0
  4970,132727,19640817,    5,    0
  4970,132727,19640818,    7,    0
  4970,132727,19640819,    8,    0
  4970,132727,19640820,    3,    0
  4970,132727,19640821,    6,    0
  4970,132727,19640822,    3,    0
  4970,132727,19640823,    4,    0
  4970,132727,19640824,    5,    0
  4970,132727,19640825,    2,    0
  4970,132727,19640826,    0,    0
  4970,132727,19640827,    0,    0
  4970,132727,19640828,    1,    0
  4970,132727,19640829,    7,    0
  4970,132727,19640830,    3,    0
  4970,132727,19640831,    2,    0
  4970,132727,19640901,    0,    0
  4970,132727,19640902,    0,    0
  4970,132727,19640903,    1,    0
  4970,132727,19640904,    3,    0
  4970,132727,19640905,    5,    0
  4970,132727,19640906,    8,    0
  4970,132727,19640907,    6,    0
  4970,132727,19640908,    8,    0
  4970,132727,19640909,    7,    0
  4970,132727,19640910,    5,    0
  4970,132727,19640911,    3,    0
  4970,132727,19640912,    4,    0
  4970,132727,19640913,    0,    0
  4970,132727,19640914,    1,    0
  4970,132727,19640915,    6,    0
  4970,132727,19640916,    8,    0
  4970,132727,19640917,    7,    0
  4970,132727,19640918,    7,    0
  4970,132727,19640919,    7,    0
  4970,132727,19640920,    6,    0
  4970,132727,19640921,    4,    0
  4970,132727,19640922,    1,    0
  4970,132727,19640923,    0,    0
  4970,132727,19640924,    0,    0
  4970,132727,19640925,    1,    0
  4970,132727,19640926,    6,    0
  4970,132727,19640927,    5,    0
  4970,132727,19640928,    2,    0
  4970,132727,19640929,    1,    0
  4970,132727,19640930,    7,    0
  4970,132727,19641001,    2,    0
  4970,132727,19641002,    0,    0
  4970,132727,19641003,    1,    0
  4970,132727,19641004,    0,    0
  4970,132727,19641005,    2,    0
  4970,132727,19641006,    4,    0
  4970,132727,19641007,    7,    0
  4970,132727,19641008,    5,    0
  4970,132727,19641009,    7,    0
  4970,132727,19641010,    6,    0
  4970,132727,19641011,    7,    0
  4970,132727,19641012,    5,    0
  4970,132727,19641013,    4,    0
  4970,132727,19641014,    4,    0
  4970,132727,19641015,    6,    0
  4970,132727,19641016,    8,    0
  4970,132727,19641017,    8,    0
  4970,132727,19641018,    8,    0
  4970,132727,19641019,    6,    0
  4970,132727,19641020,    5,    0
  4970,132727,19641021,    4,    0
  4970,132727,19641022,    7,    0
  4970,132727,19641023,    8,    0
  4970,132727,19641024,    6,    0
  4970,132727,19641025,    3,    0
  4970,132727,19641026,    1,    0
  4970,132727,19641027,    8,    0
  4970,132727,19641028,    8,    0
  4970,132727,19641029,    8,    0
  4970,132727,19641030,    8,    0
  4970,132727,19641031,    8,    0
  4970,132727,19641101,    8,    0
  4970,132727,19641102,    8,    0
  4970,132727,19641103,    8,    0
  4970,132727,19641104,    7,    0
  4970,132727,19641105,    2,    0
  4970,132727,19641106,    5,    0
  4970,132727,19641107,    3,    0
  4970,132727,19641108,    0,    0
  4970,132727,19641109,    1,    0
  4970,132727,19641110,    5,    0
  4970,132727,19641111,    8,    0
  4970,132727,19641112,    8,    0
  4970,132727,19641113,    8,    0
  4970,132727,19641114,    8,    0
  4970,132727,19641115,    7,    0
  4970,132727,19641116,    8,    0
  4970,132727,19641117,    8,    0
  4970,132727,19641118,    7,    0
  4970,132727,19641119,    8,    0
  4970,132727,19641120,    8,    0
  4970,132727,19641121,    8,    0
  4970,132727,19641122,    6,    0
  4970,132727,19641123,    7,    0
  4970,132727,19641124,    8,    0
  4970,132727,19641125,    8,    0
  4970,132727,19641126,    8,    0
  4970,132727,19641127,    8,    0
  4970,132727,19641128,    8,    0
  4970,132727,19641129,    7,    0
  4970,132727,19641130,    8,    0
  4970,132727,19641201,    4,    0
  4970,132727,19641202,    5,    0
  4970,132727,19641203,    8,    0
  4970,132727,19641204,    8,    0
  4970,132727,19641205,    8,    0
  4970,132727,19641206,    8,    0
  4970,132727,19641207,    7,    0
  4970,132727,19641208,    6,    0
  4970,132727,19641209,    1,    0
  4970,132727,19641210,    2,    0
  4970,132727,19641211,    4,    0
  4970,132727,19641212,    8,    0
  4970,132727,19641213,    8,    0
  4970,132727,19641214,    8,    0
  4970,132727,19641215,    7,    0
  4970,132727,19641216,    8,    0
