1824	 2	 1	  -1.5
1824	 2	 2	  -4.1
1824	 2	 3	  -3.4
1824	 2	 4	  -1.2
1824	 2	 5	  -4.6
1824	 2	 6	  -2.2
1824	 2	 7	  -4.6
1824	 2	 8	  -8.8
1824	 2	 9	  -6.2
1824	 2	10	   0.2
1824	 2	11	  -3.1
1824	 2	12	  -1.2
1824	 2	13	  -2.2
1824	 2	14	  -1.0
1824	 2	15	   -999.9
1824	 2	16	   3.1
1824	 2	17	   3.1
1824	 2	18	   3.5
1824	 2	19	   1.9
1824	 2	20	  -1.9
1824	 2	21	  -3.5
1824	 2	22	  -2.6
1824	 2	23	  -3.4
1824	 2	24	  -7.8
1824	 2	25	  -7.1
1824	 2	26	  -3.4
1824	 2	27	  -2.5
1824	 2	28	   1.2
1824	 2	29	  -0.6
